TOKYO	tokyo	TOKYO
Reuters	reuter	Reuters
-	-	-
The	the	The
United	unit	United
States	state	States
,	,	,
Japan	japan	Japan
and	and	and
South	south	South
Korea	korea	Korea
will	will	will
hold	hold	hold
two	two	two
days	day	day
of	of	of
missile	missil	missile
tracking	track	tracking
drills	drill	drill
starting	start	starting
on	on	on
Monday	monday	Monday
,	,	,
Japan	japan	Japan
s	s	s
Maritime	maritim	Maritime
Self	self	Self
-Defence	-defenc	-Defence
Force	forc	Force
said	said	said
,	,	,
as	as	a
tensions	tension	tension
rise	rise	rise
in	in	in
the	the	the
region	region	region
over	over	over
North	north	North
Korea	korea	Korea
s	s	s
fast	fast	fast
-developing	-develop	-developing
weapons	weapon	weapon
programmes	programm	programme
.	.	.

The	the	The
United	unit	United
States	state	States
and	and	and
South	south	South
Korea	korea	Korea
conducted	conduct	conducted
large	larg	large
-scale	-scale	-scale
military	militari	military
drills	drill	drill
last	last	last
week	week	week
,	,	,
which	which	which
the	the	the
North	north	North
said	said	said
made	made	made
the	the	the
outbreak	outbreak	outbreak
of	of	of
war	war	war
an	an	an
established	establish	established
fact	fact	fact
.	.	.

North	north	North
Korea	korea	Korea
has	has	ha
fired	fire	fired
missiles	missil	missile
over	over	over
Japan	japan	Japan
as	as	a
it	it	it
pursues	pursu	pursues
nuclear	nuclear	nuclear
weapons	weapon	weapon
and	and	and
ballistic	ballist	ballistic
missiles	missil	missile
in	in	in
defiance	defianc	defiance
of	of	of
U	u	U
.	.	.
N	n	N
.	.	.
sanctions	sanction	sanction
and	and	and
international	intern	international
condemnation	condemn	condemnation
.	.	.

On	on	On
Nov	nov	Nov
.	.	.

29	29	29
,	,	,
it	it	it
test	test	test
-fired	-fire	-fired
an	an	an
intercontinental	intercontinent	intercontinental
ballistic	ballist	ballistic
missile	missil	missile
which	which	which
it	it	it
said	said	said
was	was	wa
its	it	it
most	most	most
advanced	advanc	advanced
yet	yet	yet
,	,	,
capable	capabl	capable
of	of	of
reaching	reach	reaching
the	the	the
mainland	mainland	mainland
United	unit	United
States	state	States
.	.	.

This	this	This
week	week	week
s	s	s
exercises	exercis	exercise
will	will	will
be	be	be
the	the	the
sixth	sixth	sixth
drills	drill	drill
sharing	share	sharing
information	inform	information
in	in	in
tracking	track	tracking
ballistic	ballist	ballistic
missiles	missil	missile
among	among	among
the	the	the
three	three	three
nations	nation	nation
,	,	,
the	the	the
defence	defenc	defence
force	forc	force
said	said	said
.	.	.

It	it	It
did	did	did
not	not	not
say	say	say
whether	whether	whether
the	the	the
controversial	controversi	controversial
THAAD	thaad	THAAD
system	system	system
would	would	would
be	be	be
involved	involv	involved
.	.	.

The	the	The
installation	instal	installation
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Terminal	termin	Terminal
High	high	High
Altitude	altitud	Altitude
Area	area	Area
Defense	defens	Defense
system	system	system
in	in	in
South	south	South
Korea	korea	Korea
has	has	ha
angered	anger	angered
China	china	China
,	,	,
which	which	which
fears	fear	fear
its	it	it
powerful	power	powerful
radar	radar	radar
could	could	could
look	look	look
deep	deep	deep
into	into	into
China	china	China
and	and	and
threaten	threaten	threaten
its	it	it
own	own	own
security	secur	security
.	.	.

North	north	North
Korea	korea	Korea
s	s	s
missile	missil	missile
test	test	test
last	last	last
month	month	month
prompted	prompt	prompted
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
warning	warn	warning
that	that	that
North	north	North
Korea	korea	Korea
s	s	s
leadership	leadership	leadership
would	would	would
be	be	be
utterly	utter	utterly
destroyed	destroy	destroyed
if	if	if
war	war	war
were	were	were
to	to	to
break	break	break
out	out	out
.	.	.

The	the	The
Pentagon	pentagon	Pentagon
has	has	ha
mounted	mount	mounted
repeated	repeat	repeated
shows	show	show
of	of	of
force	forc	force
after	after	after
North	north	North
Korean	korean	Korean
tests	test	test
.	.	.

The	the	The
United	unit	United
States	state	States
has	has	ha
also	also	also
pressured	pressur	pressured
China	china	China
and	and	and
other	other	other
nations	nation	nation
to	to	to
cut	cut	cut
trade	trade	trade
and	and	and
diplomatic	diplomat	diplomatic
ties	tie	tie
with	with	with
North	north	North
Korea	korea	Korea
,	,	,
as	as	a
part	part	part
of	of	of
international	intern	international
efforts	effort	effort
to	to	to
dry	dri	dry
up	up	up
Pyongyang	pyongyang	Pyongyang
s	s	s
illegal	illeg	illegal
cash	cash	cash
flows	flow	flow
that	that	that
could	could	could
fund	fund	fund
its	it	it
weapons	weapon	weapon
programmes	programm	programme
.	.	.

On	on	On
Sunday	sunday	Sunday
,	,	,
South	south	South
Korea	korea	Korea
said	said	said
it	it	it
would	would	would
impose	impos	impose
new	new	new
unilateral	unilater	unilateral
sanctions	sanction	sanction
on	on	on
20	20	20
institutions	institut	institution
and	and	and
a	a	a
dozen	dozen	dozen
individuals	individu	individual
in	in	in
North	north	North
Korea	korea	Korea
,	,	,
barring	bar	barring
any	ani	any
financial	financi	financial
transactions	transact	transaction
between	between	between
those	those	those
sanctioned	sanction	sanctioned
and	and	and
any	ani	any
South	south	South
Koreans	korean	Koreans
.	.	.

This	this	This
unilateral	unilater	unilateral
sanction	sanction	sanction
will	will	will
prevent	prevent	prevent
illegal	illeg	illegal
funds	fund	fund
flowing	flow	flowing
to	to	to
North	north	North
Korea	korea	Korea
and	and	and
contribute	contribut	contribute
to	to	to
reinforce	reinforc	reinforce
international	intern	international
communities	communiti	community
sanctions	sanction	sanction
against	against	against
North	north	North
Korea	korea	Korea
,	,	,
South	south	South
Korea	korea	Korea
s	s	s
finance	financ	finance
ministry	ministri	ministry
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

The	the	The
move	move	move
is	is	is
largely	larg	largely
symbolic	symbol	symbolic
as	as	a
trade	trade	trade
and	and	and
financial	financi	financial
exchanges	exchang	exchange
between	between	between
the	the	the
two	two	two
Koreas	korea	Koreas
have	have	have
been	been	been
barred	bar	barred
since	sinc	since
May	may	May
2010	2010	2010
following	follow	following
the	the	the
torpedoing	torpedo	torpedoing
of	of	of
a	a	a
South	south	South
Korean	korean	Korean
warship	warship	warship
,	,	,
which	which	which
the	the	the
North	north	North
denied	deni	denied
.	.	.

Japanese	japanes	Japanese
Defence	defenc	Defence
Minister	minist	Minister
Itsunori	itsunori	Itsunori
Onodera	onodera	Onodera
said	said	said
the	the	the
ministry	ministri	ministry
plans	plan	plan
to	to	to
include	includ	include
730	730	730
million	million	million
yen	yen	yen
6	6	6
.	.	.
4	4	4
million	million	million
to	to	to
help	help	help
build	build	build
a	a	a
new	new	new
missile	missil	missile
interceptor	interceptor	interceptor
system	system	system
,	,	,
the	the	the
Aegis	aegi	Aegis
Ashore	ashor	Ashore
,	,	,
in	in	in
its	it	it
next	next	next
fiscal	fiscal	fiscal
year	year	year
budget	budget	budget
request	request	request
,	,	,
public	public	public
broadcaster	broadcast	broadcaster
NHK	nhk	NHK
reported	report	reported
.	.	.

North	north	North
Korea	korea	Korea
regularly	regular	regularly
threatens	threaten	threatens
to	to	to
destroy	destroy	destroy
South	south	South
Korea	korea	Korea
,	,	,
Japan	japan	Japan
and	and	and
the	the	the
United	unit	United
States	state	States
and	and	and
says	say	say
its	it	it
weapons	weapon	weapon
programmes	programm	programme
are	are	are
necessary	necessari	necessary
to	to	to
counter	counter	counter
U	u	U
.	.	.
S	s	S
.	.	.
aggression	aggress	aggression
.	.	.

The	the	The
United	unit	United
States	state	States
stations	station	station
28	28	28
,	,	,
500	500	500
troops	troop	troop
in	in	in
the	the	the
South	south	South
,	,	,
a	a	a
legacy	legaci	legacy
of	of	of
the	the	the
1950	1950	1950
-53	-53	-53
Korean	korean	Korean
War	war	War
.	.	.

1	1	1
113	113	113
.	.	.
4800	4800	4800
yen	yen	yen

