WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
A	a	A
Native	nativ	Native
American	american	American
tribe	tribe	tribe
in	in	in
Montana	montana	Montana
and	and	and
a	a	a
coalition	coalit	coalition
of	of	of
conservation	conserv	conservation
groups	group	group
sued	su	sued
the	the	the
Trump	trump	Trump
administration	administr	administration
on	on	on
Wednesday	wednesday	Wednesday
for	for	for
lifting	lift	lifting
a	a	a
moratorium	moratorium	moratorium
on	on	on
coal	coal	coal
leases	leas	lease
on	on	on
public	public	public
land	land	land
without	without	without
consulting	consult	consulting
tribal	tribal	tribal
leaders	leader	leader
and	and	and
conducting	conduct	conducting
a	a	a
full	full	full
environmental	environment	environmental
review	review	review
.	.	.
It	it	It
is	is	is
alarming	alarm	alarming
and	and	and
unacceptable	unaccept	unacceptable
for	for	for
the	the	the
United	unit	United
States	state	States
,	,	,
which	which	which
has	has	ha
a	a	a
solemn	solemn	solemn
obligation	oblig	obligation
as	as	a
the	the	the
Northern	northern	Northern
Cheyenne	cheyenn	Cheyenne
s	s	s
trustee	truste	trustee
,	,	,
to	to	to
sign	sign	sign
up	up	up
for	for	for
many	mani	many
decades	decad	decade
of	of	of
harmful	harm	harmful
coal	coal	coal
mining	mine	mining
near	near	near
and	and	and
around	around	around
our	our	our
homeland	homeland	homeland
without	without	without
first	first	first
consulting	consult	consulting
with	with	with
our	our	our
Nation	nation	Nation
,	,	,
Tribal	tribal	Tribal
Council	council	Council
Chairman	chairman	Chairman
and	and	and
President	presid	President
Jace	jace	Jace
Killsback	killsback	Killsback
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
The	the	The
Northern	northern	Northern
Cheyenne	cheyenn	Cheyenne
Tribe	tribe	Tribe
in	in	in
southern	southern	southern
Montana	montana	Montana
said	said	said
the	the	the
administration	administr	administration
had	had	had
lifted	lift	lifted
the	the	the
moratorium	moratorium	moratorium
without	without	without
hearing	hear	hearing
the	the	the
tribe	tribe	tribe
s	s	s
concerns	concern	concern
about	about	about
the	the	the
coal	coal	coal
-leasing	-leas	-leasing
program	program	program
s	s	s
impact	impact	impact
on	on	on
its	it	it
members	member	member
and	and	and
lands	land	land
.	.	.
The	the	The
tribe	tribe	tribe
sent	sent	sent
a	a	a
letter	letter	letter
earlier	earlier	earlier
this	this	this
month	month	month
to	to	to
Interior	interior	Interior
Secretary	secretari	Secretary
Ryan	ryan	Ryan
Zinke	zink	Zinke
requesting	request	requesting
a	a	a
meeting	meet	meeting
to	to	to
discuss	discuss	discus
the	the	the
issue	issu	issue
.	.	.
Zinke	zink	Zinke
did	did	did
not	not	not
respond	respond	respond
,	,	,
and	and	and
signed	sign	signed
the	the	the
order	order	order
lifting	lift	lifting
the	the	the
moratorium	moratorium	moratorium
on	on	on
Tuesday	tuesday	Tuesday
.	.	.
In	in	In
a	a	a
press	press	press
call	call	call
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
Zinke	zink	Zinke
did	did	did
not	not	not
respond	respond	respond
to	to	to
a	a	a
query	queri	query
about	about	about
the	the	the
Northern	northern	Northern
Cheyenne	cheyenn	Cheyenne
lawsuit	lawsuit	lawsuit
.	.	.
Killsback	killsback	Killsback
said	said	said
the	the	the
tribe	tribe	tribe
,	,	,
which	which	which
filed	file	filed
the	the	the
lawsuit	lawsuit	lawsuit
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Court	court	Court
in	in	in
Great	great	Great
Falls	fall	Falls
,	,	,
would	would	would
be	be	be
harmed	harm	harmed
by	by	by
lifting	lift	lifting
the	the	the
ban	ban	ban
.	.	.
The	the	The
Northern	northern	Northern
Cheyenne	cheyenn	Cheyenne
rarely	rare	rarely
shares	share	share
in	in	in
the	the	the
economic	econom	economic
benefits	benefit	benefit
to	to	to
the	the	the
region	region	region
generated	generat	generated
by	by	by
coal	coal	coal
industry	industri	industry
and	and	and
other	other	other
energy	energi	energy
development	develop	development
projects	project	project
,	,	,
he	he	he
said	said	said
.	.	.
About	about	About
426	426	426
million	million	million
tons	ton	ton
of	of	of
federal	feder	federal
coal	coal	coal
are	are	are
located	locat	located
near	near	near
the	the	the
Northern	northern	Northern
Cheyenne	cheyenn	Cheyenne
Reservation	reserv	Reservation
at	at	at
the	the	the
Decker	decker	Decker
and	and	and
Spring	spring	Spring
Creek	creek	Creek
mines	mine	mine
in	in	in
Montana	montana	Montana
,	,	,
the	the	the
tribe	tribe	tribe
said	said	said
.	.	.
However	howev	However
,	,	,
neighboring	neighbor	neighboring
tribe	tribe	tribe
,	,	,
the	the	the
Crow	crow	Crow
,	,	,
relies	reli	relies
on	on	on
coal	coal	coal
production	product	production
as	as	a
its	it	it
predominant	predomin	predominant
industry	industri	industry
and	and	and
has	has	ha
called	call	called
for	for	for
the	the	the
relaxation	relax	relaxation
of	of	of
coal	coal	coal
regulations	regul	regulation
for	for	for
years	year	year
.	.	.
A	a	A
war	war	war
on	on	on
coal	coal	coal
is	is	is
a	a	a
war	war	war
on	on	on
the	the	the
Crow	crow	Crow
people	peopl	people
,	,	,
Zinke	zink	Zinke
said	said	said
on	on	on
the	the	the
call	call	call
.	.	.
Legal	legal	Legal
group	group	group
Earthjustice	earthjustic	Earthjustice
argued	argu	argued
that	that	that
lifting	lift	lifting
the	the	the
coal	coal	coal
moratorium	moratorium	moratorium
imperils	imperil	imperils
public	public	public
health	health	health
for	for	for
the	the	the
benefit	benefit	benefit
of	of	of
coal	coal	coal
companies	compani	company
.	.	.
No	no	No
one	one	one
voted	vote	voted
to	to	to
pollute	pollut	pollute
our	our	our
public	public	public
lands	land	land
,	,	,
air	air	air
or	or	or
drinking	drink	drinking
water	water	water
in	in	in
the	the	the
last	last	last
election	elect	election
,	,	,
yet	yet	yet
the	the	the
Trump	trump	Trump
administration	administr	administration
is	is	is
doing	do	doing
the	the	the
bidding	bid	bidding
of	of	of
powerful	power	powerful
polluters	pollut	polluter
as	as	a
nearly	near	nearly
its	it	it
first	first	first
order	order	order
of	of	of
business	busi	business
,	,	,
Earthjustice	earthjustic	Earthjustice
attorney	attorney	attorney
Jenny	jenni	Jenny
Harbine	harbin	Harbine
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
The	the	The
legal	legal	legal
filing	file	filing
said	said	said
that	that	that
undoing	undo	undoing
the	the	the
moratorium	moratorium	moratorium
violates	violat	violates
the	the	the
National	nation	National
Environmental	environment	Environmental
Policy	polici	Policy
Act	act	Act
,	,	,
which	which	which
requires	requir	requires
a	a	a
full	full	full
environmental	environment	environmental
review	review	review
prior	prior	prior
to	to	to
major	major	major
policy	polici	policy
changes	chang	change
.	.	.
