CHICAGO	chicago	CHICAGO
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Department	depart	Department
of	of	of
Agriculture	agricultur	Agriculture
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
that	that	that
an	an	an
internal	intern	internal
email	email	email
sent	sent	sent
to	to	to
staff	staff	staff
at	at	at
its	it	it
Agricultural	agricultur	Agricultural
Research	research	Research
Service	servic	Service
unit	unit	unit
this	this	this
week	week	week
calling	call	calling
for	for	for
a	a	a
suspension	suspens	suspension
of	of	of
public	public	public
-facing	-face	-facing
documents	document	document
,	,	,
including	includ	including
news	news	news
releases	releas	release
and	and	and
photos	photo	photo
,	,	,
was	was	wa
flawed	flaw	flawed
and	and	and
that	that	that
new	new	new
guidance	guidanc	guidance
has	has	ha
been	been	been
sent	sent	sent
out	out	out
to	to	to
replace	replac	replace
it	it	it
.	.	.
The	the	The
ARS	ar	ARS
focuses	focus	focus
on	on	on
scientific	scientif	scientific
research	research	research
into	into	into
the	the	the
main	main	main
issues	issu	issue
facing	face	facing
agriculture	agricultur	agriculture
,	,	,
including	includ	including
long	long	long
-term	-term	-term
climate	climat	climate
change	chang	change
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
has	has	ha
cast	cast	cast
doubt	doubt	doubt
on	on	on
whether	whether	whether
man	man	man
-made	-made	-made
climate	climat	climate
change	chang	change
is	is	is
real	real	real
and	and	and
has	has	ha
railed	rail	railed
against	against	against
ex	ex	ex
-President	-presid	-President
Barack	barack	Barack
Obama	obama	Obama
s	s	s
efforts	effort	effort
to	to	to
combat	combat	combat
it	it	it
.	.	.
This	this	This
internal	intern	internal
email	email	email
was	was	wa
released	releas	released
without	without	without
Departmental	department	Departmental
direction	direct	direction
,	,	,
and	and	and
prior	prior	prior
to	to	to
Departmental	department	Departmental
guidance	guidanc	guidance
being	be	being
issued	issu	issued
,	,	,
USDA	usda	USDA
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
ARS	ar	ARS
will	will	will
be	be	be
providing	provid	providing
updated	updat	updated
direction	direct	direction
to	to	to
its	it	it
staff	staff	staff
.	.	.
It	it	It
said	said	said
peer	peer	peer
-reviewed	-review	-reviewed
scientific	scientif	scientific
papers	paper	paper
from	from	from
the	the	the
unit	unit	unit
should	should	should
not	not	not
be	be	be
blocked	block	blocked
.	.	.
ARS	ar	ARS
values	valu	value
and	and	and
is	is	is
committed	commit	committed
to	to	to
maintaining	maintain	maintaining
the	the	the
free	free	free
flow	flow	flow
of	of	of
information	inform	information
between	between	between
our	our	our
scientists	scientist	scientist
and	and	and
the	the	the
American	american	American
public	public	public
.	.	.
The	the	The
original	origin	original
email	email	email
,	,	,
sent	sent	sent
Jan	jan	Jan
.	.	.
23	23	23
,	,	,
said	said	said
Starting	start	Starting
immediately	immedi	immediately
and	and	and
until	until	until
further	further	further
notice	notic	notice
,	,	,
ARS	ar	ARS
will	will	will
not	not	not
release	releas	release
any	ani	any
public	public	public
-facing	-face	-facing
documents	document	document
.	.	.
This	this	This
includes	includ	includes
,	,	,
but	but	but
is	is	is
not	not	not
limited	limit	limited
to	to	to
,	,	,
news	news	news
releases	releas	release
,	,	,
photos	photo	photo
,	,	,
fact	fact	fact
sheets	sheet	sheet
,	,	,
news	news	news
feeds	feed	feed
,	,	,
and	and	and
social	social	social
media	media	medium
content	content	content
.	.	.
USDA	usda	USDA
officials	offici	official
said	said	said
that	that	that
after	after	after
the	the	the
email	email	email
was	was	wa
sent	sent	sent
,	,	,
acting	act	acting
USDA	usda	USDA
Deputy	deputi	Deputy
Secretary	secretari	Secretary
Michael	michael	Michael
L	l	L
.	.	.
Young	young	Young
sent	sent	sent
out	out	out
a	a	a
three	three	three
-page	-page	-page
memo	memo	memo
to	to	to
USDA	usda	USDA
agency	agenc	agency
department	depart	department
heads	head	head
and	and	and
other	other	other
key	key	key
agency	agenc	agency
officials	offici	official
outlining	outlin	outlining
the	the	the
interim	interim	interim
procedures	procedur	procedure
staff	staff	staff
should	should	should
follow	follow	follow
.	.	.
A	a	A
copy	copi	copy
of	of	of
the	the	the
interim	interim	interim
procedures	procedur	procedure
memo	memo	memo
,	,	,
dated	date	dated
Jan	jan	Jan
.	.	.
23	23	23
and	and	and
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
,	,	,
shows	show	show
many	mani	many
of	of	of
the	the	the
steps	step	step
reflect	reflect	reflect
either	either	either
the	the	the
same	same	same
or	or	or
similar	similar	similar
measures	measur	measure
taken	taken	taken
by	by	by
the	the	the
previous	previous	previous
administration	administr	administration
.	.	.
Reuters	reuter	Reuters
also	also	also
saw	saw	saw
a	a	a
memo	memo	memo
,	,	,
dated	date	dated
Jan	jan	Jan
.	.	.
22	22	22
,	,	,
2009	2009	2009
,	,	,
that	that	that
was	was	wa
sent	sent	sent
to	to	to
agency	agenc	agency
officials	offici	official
by	by	by
former	former	former
Agriculture	agricultur	Agriculture
Secretary	secretari	Secretary
Tom	tom	Tom
Vilsack	vilsack	Vilsack
.	.	.
The	the	The
2017	2017	2017
memo	memo	memo
,	,	,
however	howev	however
,	,	,
differs	differ	differs
in	in	in
two	two	two
main	main	main
areas	area	area
.	.	.
It	it	It
centralizes	central	centralizes
the	the	the
agency	agenc	agency
s	s	s
media	media	medium
inquiries	inquiri	inquiry
and	and	and
social	social	social
media	media	medium
presence	presenc	presence
through	through	through
the	the	the
Office	offic	Office
of	of	of
the	the	the
Secretary	secretari	Secretary
.	.	.
As	as	As
part	part	part
of	of	of
that	that	that
,	,	,
the	the	the
memo	memo	memo
asks	ask	asks
USDA	usda	USDA
agencies	agenc	agency
to	to	to
review	review	review
their	their	their
websites	websit	website
,	,	,
blog	blog	blog
posts	post	post
and	and	and
other	other	other
social	social	social
media	media	medium
and	and	and
,	,	,
consistent	consist	consistent
with	with	with
direction	direct	direction
you	you	you
will	will	will
receive	receiv	receive
from	from	from
the	the	the
Office	offic	Office
of	of	of
Communication	communic	Communication
,	,	,
remove	remov	remove
references	refer	reference
to	to	to
policy	polici	policy
priorities	prioriti	priority
and	and	and
initiatives	initi	initiative
of	of	of
the	the	the
previous	previous	previous
Administration	administr	Administration
.	.	.
It	it	It
also	also	also
rescinds	rescind	rescinds
the	the	the
ability	abil	ability
of	of	of
USDA	usda	USDA
agencies	agenc	agency
to	to	to
close	close	close
an	an	an
office	offic	office
or	or	or
notify	notifi	notify
local	local	local
delegations	deleg	delegation
of	of	of
office	offic	office
closures	closur	closure
.	.	.
