WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
Two	two	Two
U	u	U
.	.	.
S	s	S
.	.	.
B	b	B
-1B	-1b	-1B
bombers	bomber	bomber
flew	flew	flew
through	through	through
South	south	South
Korean	korean	Korean
airspace	airspac	airspace
and	and	and
over	over	over
the	the	the
country	countri	country
s	s	s
Pilsung	pilsung	Pilsung
Range	rang	Range
on	on	on
the	the	the
latest	latest	latest
exercise	exercis	exercise
there	there	there
on	on	on
Thursday	thursday	Thursday
,	,	,
Air	air	Air
Force	forc	Force
spokeswoman	spokeswoman	spokeswoman
Captain	captain	Captain
Victoria	victoria	Victoria
Hight	hight	Hight
said	said	said
,	,	,
offering	offer	offering
additional	addit	additional
details	detail	detail
about	about	about
the	the	the
drill	drill	drill
.	.	.
The	the	The
Air	air	Air
Force	forc	Force
said	said	said
in	in	in
a	a	a
previous	previous	previous
statement	statement	statement
that	that	that
the	the	the
drill	drill	drill
took	took	took
place	place	place
in	in	in
the	the	the
vicinity	vicin	vicinity
of	of	of
the	the	the
Korean	korean	Korean
peninsula	peninsula	peninsula
,	,	,
without	without	without
providing	provid	providing
specific	specif	specific
locations	locat	location
.	.	.
It	it	It
said	said	said
Japanese	japanes	Japanese
and	and	and
South	south	South
Korean	korean	Korean
fighter	fighter	fighter
jets	jet	jet
carried	carri	carried
out	out	out
a	a	a
sequenced	sequenc	sequenced
mission	mission	mission
with	with	with
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
bombers	bomber	bomber
.	.	.
