WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
Supreme	suprem	Supreme
Court	court	Court
,	,	,
two	two	two
days	day	day
after	after	after
hearing	hear	hearing
a	a	a
major	major	major
abortion	abort	abortion
case	case	case
from	from	from
Texas	texa	Texas
,	,	,
on	on	on
Friday	friday	Friday
temporarily	temporarili	temporarily
blocked	block	blocked
a	a	a
Louisiana	louisiana	Louisiana
law	law	law
imposing	impos	imposing
regulations	regul	regulation
on	on	on
doctors	doctor	doctor
who	who	who
perform	perform	perform
abortions	abort	abortion
in	in	in
a	a	a
move	move	move
that	that	that
would	would	would
allow	allow	allow
two	two	two
recently	recent	recently
closed	close	closed
clinics	clinic	clinic
to	to	to
reopen	reopen	reopen
.	.	.
In	in	In
a	a	a
brief	brief	brief
order	order	order
,	,	,
the	the	the
court	court	court
granted	grant	granted
a	a	a
request	request	request
by	by	by
abortion	abort	abortion
providers	provid	provider
seeking	seek	seeking
to	to	to
reinstate	reinstat	reinstate
a	a	a
lower	lower	lower
-court	-court	-court
injunction	injunct	injunction
that	that	that
blocked	block	blocked
the	the	the
Republican	republican	Republican
-backed	-back	-backed
2014	2014	2014
law	law	law
,	,	,
which	which	which
required	requir	required
doctors	doctor	doctor
to	to	to
obtain	obtain	obtain
a	a	a
formal	formal	formal
affiliation	affili	affiliation
with	with	with
a	a	a
local	local	local
hospital	hospit	hospital
.	.	.
The	the	The
abortion	abort	abortion
providers	provid	provider
contend	contend	contend
the	the	the
law	law	law
was	was	wa
designed	design	designed
to	to	to
shut	shut	shut
down	down	down
abortion	abort	abortion
clinics	clinic	clinic
by	by	by
requiring	requir	requiring
hospital	hospit	hospital
admitting	admit	admitting
privileges	privileg	privilege
that	that	that
are	are	are
difficult	difficult	difficult
for	for	for
their	their	their
doctors	doctor	doctor
to	to	to
secure	secur	secure
.	.	.
Louisiana	louisiana	Louisiana
will	will	will
now	now	now
have	have	have
four	four	four
clinics	clinic	clinic
in	in	in
total	total	total
.	.	.
The	the	The
order	order	order
noted	note	noted
that	that	that
one	one	one
of	of	of
the	the	the
eight	eight	eight
justices	justic	justice
,	,	,
conservative	conserv	conservative
Clarence	clarenc	Clarence
Thomas	thoma	Thomas
,	,	,
said	said	said
he	he	he
would	would	would
have	have	have
denied	deni	denied
the	the	the
application	applic	application
.	.	.
The	the	The
order	order	order
said	said	said
the	the	the
court	court	court
s	s	s
action	action	action
was	was	wa
in	in	in
line	line	line
with	with	with
its	it	it
decision	decis	decision
in	in	in
June	june	June
to	to	to
temporarily	temporarili	temporarily
block	block	block
part	part	part
of	of	of
a	a	a
Texas	texa	Texas
abortion	abort	abortion
law	law	law
that	that	that
was	was	wa
challenged	challeng	challenged
by	by	by
abortion	abort	abortion
providers	provid	provider
in	in	in
a	a	a
high	high	high
-profile	-profil	-profile
case	case	case
.	.	.
The	the	The
justices	justic	justice
heard	heard	heard
oral	oral	oral
arguments	argument	argument
in	in	in
that	that	that
case	case	case
on	on	on
Wednesday	wednesday	Wednesday
.	.	.
The	the	The
Louisiana	louisiana	Louisiana
law	law	law
mandates	mandat	mandate
that	that	that
physicians	physician	physician
who	who	who
perform	perform	perform
abortions	abort	abortion
have	have	have
admitting	admit	admitting
privileges	privileg	privilege
at	at	at
a	a	a
hospital	hospit	hospital
within	within	within
30	30	30
miles	mile	mile
48	48	48
km	km	km
of	of	of
the	the	the
abortion	abort	abortion
clinic	clinic	clinic
.	.	.
The	the	The
regulation	regul	regulation
matches	match	match
one	one	one
in	in	in
the	the	the
Texas	texa	Texas
law	law	law
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
District	district	District
Judge	judg	Judge
John	john	John
deGravelles	degravell	deGravelles
in	in	in
January	januari	January
granted	grant	granted
a	a	a
preliminary	preliminari	preliminary
injunction	injunct	injunction
sought	sought	sought
by	by	by
abortion	abort	abortion
providers	provid	provider
,	,	,
finding	find	finding
the	the	the
law	law	law
violated	violat	violated
the	the	the
constitutional	constitut	constitutional
right	right	right
to	to	to
an	an	an
abortion	abort	abortion
established	establish	established
by	by	by
the	the	the
Supreme	suprem	Supreme
Court	court	Court
in	in	in
1973	1973	1973
.	.	.
The	the	The
5th	5th	5th
U	u	U
.	.	.
S	s	S
.	.	.
Circuit	circuit	Circuit
Court	court	Court
of	of	of
Appeals	appeal	Appeals
blocked	block	blocked
that	that	that
decision	decis	decision
on	on	on
Feb	feb	Feb
.	.	.
24	24	24
,	,	,
allowing	allow	allowing
the	the	the
law	law	law
to	to	to
go	go	go
into	into	into
effect	effect	effect
.	.	.
The	the	The
high	high	high
court	court	court
s	s	s
action	action	action
sent	sent	sent
mixed	mix	mixed
signals	signal	signal
on	on	on
how	how	how
it	it	it
might	might	might
rule	rule	rule
in	in	in
the	the	the
Texas	texa	Texas
case	case	case
,	,	,
in	in	in
part	part	part
because	becaus	because
the	the	the
justices	justic	justice
previously	previous	previously
allowed	allow	allowed
the	the	the
Texas	texa	Texas
admitting	admit	admitting
privileges	privileg	privilege
provision	provis	provision
to	to	to
go	go	go
into	into	into
effect	effect	effect
.	.	.
The	the	The
action	action	action
could	could	could
suggest	suggest	suggest
the	the	the
court	court	court
has	has	ha
greater	greater	greater
concerns	concern	concern
about	about	about
admitting	admit	admitting
privileges	privileg	privilege
requirements	requir	requirement
than	than	than
were	were	were
indicated	indic	indicated
during	dure	during
Wednesday	wednesday	Wednesday
s	s	s
argument	argument	argument
in	in	in
the	the	the
Texas	texa	Texas
case	case	case
.	.	.
Friday	friday	Friday
s	s	s
move	move	move
effectively	effect	effectively
put	put	put
Louisiana	louisiana	Louisiana
s	s	s
law	law	law
on	on	on
hold	hold	hold
while	while	while
the	the	the
justices	justic	justice
prepare	prepar	prepare
a	a	a
ruling	rule	ruling
,	,	,
expected	expect	expected
by	by	by
the	the	the
end	end	end
of	of	of
June	june	June
,	,	,
in	in	in
the	the	the
Texas	texa	Texas
case	case	case
.	.	.
Nancy	nanci	Nancy
Northup	northup	Northup
,	,	,
president	presid	president
of	of	of
the	the	the
Center	center	Center
for	for	for
Reproductive	reproduct	Reproductive
Rights	right	Rights
,	,	,
which	which	which
represents	repres	represents
abortion	abort	abortion
providers	provid	provider
in	in	in
both	both	both
cases	case	case
,	,	,
welcomed	welcom	welcomed
the	the	the
court	court	court
s	s	s
action	action	action
.	.	.
These	these	These
underhanded	underhand	underhanded
tactics	tactic	tactic
to	to	to
cut	cut	cut
off	off	off
women	women	woman
s	s	s
access	access	access
to	to	to
safe	safe	safe
,	,	,
legal	legal	legal
abortion	abort	abortion
simply	simpli	simply
cannot	cannot	cannot
stand	stand	stand
,	,	,
Northup	northup	Northup
said	said	said
.	.	.
The	the	The
Texas	texa	Texas
case	case	case
also	also	also
involves	involv	involves
a	a	a
separate	separ	separate
provision	provis	provision
that	that	that
requires	requir	requires
clinics	clinic	clinic
to	to	to
have	have	have
costly	cost	costly
,	,	,
hospital	hospit	hospital
-grade	-grade	-grade
facilities	facil	facility
.	.	.
The	the	The
Louisiana	louisiana	Louisiana
law	law	law
was	was	wa
signed	sign	signed
by	by	by
Republican	republican	Republican
then	then	then
-Governor	-governor	-Governor
Bobby	bobbi	Bobby
Jindal	jindal	Jindal
in	in	in
2014	2014	2014
.	.	.
