Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
he	he	he
had	had	had
picked	pick	picked
an	an	an
employment	employ	employment
lawyer	lawyer	lawyer
who	who	who
has	has	ha
represented	repres	represented
companies	compani	company
and	and	and
business	busi	business
groups	group	group
for	for	for
a	a	a
vacancy	vacanc	vacancy
on	on	on
the	the	the
National	nation	National
Labor	labor	Labor
Relations	relat	Relations
Board	board	Board
.	.	.
The	the	The
selection	select	selection
of	of	of
William	william	William
Emanuel	emanuel	Emanuel
,	,	,
75	75	75
,	,	,
to	to	to
fill	fill	fill
one	one	one
of	of	of
the	the	the
two	two	two
vacancies	vacanc	vacancy
at	at	at
the	the	the
agency	agenc	agency
brings	bring	brings
it	it	it
closer	closer	closer
to	to	to
having	have	having
a	a	a
Republican	republican	Republican
majority	major	majority
,	,	,
which	which	which
is	is	is
expected	expect	expected
to	to	to
undo	undo	undo
a	a	a
series	seri	series
of	of	of
recent	recent	recent
decisions	decis	decision
seen	seen	seen
as	as	a
favoring	favor	favoring
unions	union	union
.	.	.
The	the	The
five	five	five
-member	-member	-member
NLRB	nlrb	NLRB
oversees	overse	oversees
union	union	union
elections	elect	election
and	and	and
disputes	disput	dispute
between	between	between
workers	worker	worker
,	,	,
unions	union	union
,	,	,
and	and	and
employers	employ	employer
.	.	.
Emanuel	emanuel	Emanuel
,	,	,
a	a	a
Los	los	Los
Angeles	angel	Angeles
-based	-base	-based
partner	partner	partner
at	at	at
law	law	law
firm	firm	firm
Littler	littler	Littler
Mendelson	mendelson	Mendelson
,	,	,
has	has	ha
worked	work	worked
with	with	with
Republicans	republican	Republicans
in	in	in
Congress	congress	Congress
and	and	and
major	major	major
trade	trade	trade
groups	group	group
from	from	from
an	an	an
array	array	array
of	of	of
industries	industri	industry
,	,	,
and	and	and
has	has	ha
for	for	for
decades	decad	decade
defended	defend	defended
employers	employ	employer
in	in	in
cases	case	case
before	befor	before
the	the	the
board	board	board
.	.	.
He	he	He
is	is	is
a	a	a
member	member	member
of	of	of
the	the	the
conservative	conserv	conservative
Federalist	federalist	Federalist
Society	societi	Society
,	,	,
an	an	an
influential	influenti	influential
group	group	group
of	of	of
lawyers	lawyer	lawyer
credited	credit	credited
with	with	with
pushing	push	pushing
Trump	trump	Trump
to	to	to
nominate	nomin	nominate
U	u	U
.	.	.
S	s	S
.	.	.
Supreme	suprem	Supreme
Court	court	Court
Justice	justic	Justice
Neil	neil	Neil
Gorsuch	gorsuch	Gorsuch
to	to	to
the	the	the
high	high	high
court	court	court
.	.	.
Emanuel	emanuel	Emanuel
said	said	said
in	in	in
a	a	a
statement	statement	statement
that	that	that
it	it	it
is	is	is
an	an	an
honor	honor	honor
to	to	to
be	be	be
nominated	nomin	nominated
.	.	.
Industry	industri	Industry
groups	group	group
such	such	such
as	as	a
the	the	the
National	nation	National
Retail	retail	Retail
Federation	feder	Federation
and	and	and
the	the	the
National	nation	National
Restaurant	restaur	Restaurant
Association	associ	Association
hailed	hail	hailed
Emanuel	emanuel	Emanuel
s	s	s
nomination	nomin	nomination
,	,	,
saying	say	saying
he	he	he
would	would	would
help	help	help
repair	repair	repair
damage	damag	damage
done	done	done
to	to	to
businesses	busi	business
by	by	by
rulings	rule	ruling
from	from	from
the	the	the
NLRB	nlrb	NLRB
during	dure	during
the	the	the
Barack	barack	Barack
Obama	obama	Obama
administration	administr	administration
.	.	.
Trump	trump	Trump
last	last	last
week	week	week
said	said	said
he	he	he
intended	intend	intended
to	to	to
nominate	nomin	nominate
fellow	fellow	fellow
Republican	republican	Republican
Marvin	marvin	Marvin
Kaplan	kaplan	Kaplan
,	,	,
a	a	a
lawyer	lawyer	lawyer
with	with	with
the	the	the
federal	feder	federal
Occupational	occup	Occupational
Safety	safeti	Safety
and	and	and
Health	health	Health
Review	review	Review
Commission	commiss	Commission
,	,	,
to	to	to
another	anoth	another
vacancy	vacanc	vacancy
on	on	on
the	the	the
board	board	board
.	.	.
The	the	The
positions	posit	position
require	requir	require
confirmation	confirm	confirmation
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
.	.	.
The	the	The
NLRB	nlrb	NLRB
has	has	ha
been	been	been
controlled	control	controlled
by	by	by
Democrats	democrat	Democrats
for	for	for
nearly	near	nearly
a	a	a
decade	decad	decade
and	and	and
they	they	they
currently	current	currently
have	have	have
a	a	a
2	2	2
-1	-1	-1
majority	major	majority
.	.	.
When	when	When
it	it	it
has	has	ha
no	no	no
vacancies	vacanc	vacancy
,	,	,
the	the	the
board	board	board
typically	typic	typically
includes	includ	includes
three	three	three
members	member	member
from	from	from
the	the	the
president	presid	president
s	s	s
party	parti	party
and	and	and
two	two	two
from	from	from
the	the	the
opposing	oppos	opposing
party	parti	party
.	.	.
Under	under	Under
Trump	trump	Trump
,	,	,
lawyers	lawyer	lawyer
and	and	and
business	busi	business
groups	group	group
expect	expect	expect
the	the	the
board	board	board
to	to	to
roll	roll	roll
back	back	back
a	a	a
series	seri	series
of	of	of
policy	polici	policy
changes	chang	change
adopted	adopt	adopted
during	dure	during
the	the	the
administration	administr	administration
of	of	of
former	former	former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
.	.	.
They	they	They
include	includ	include
rules	rule	rule
designed	design	designed
to	to	to
speed	speed	speed
the	the	the
union	union	union
election	elect	election
process	process	process
and	and	and
a	a	a
2015	2015	2015
decision	decis	decision
that	that	that
made	made	made
it	it	it
easier	easier	easier
for	for	for
companies	compani	company
to	to	to
be	be	be
held	held	held
liable	liabl	liable
for	for	for
legal	legal	legal
violations	violat	violation
by	by	by
contractors	contractor	contractor
,	,	,
staffing	staf	staffing
agencies	agenc	agency
,	,	,
and	and	and
franchisees	franchise	franchisees
.	.	.
It	it	It
was	was	wa
not	not	not
clear	clear	clear
when	when	when
the	the	the
Senate	senat	Senate
could	could	could
vote	vote	vote
on	on	on
Trump	trump	Trump
s	s	s
nominees	nomine	nominee
but	but	but
several	sever	several
lawyers	lawyer	lawyer
and	and	and
other	other	other
experts	expert	expert
said	said	said
the	the	the
process	process	process
could	could	could
stretch	stretch	stretch
into	into	into
the	the	the
fall	fall	fall
.	.	.
Kaplan	kaplan	Kaplan
previously	previous	previously
worked	work	worked
for	for	for
Republicans	republican	Republicans
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
of	of	of
Representatives	repres	Representatives
crafting	craft	crafting
employment	employ	employment
-related	-relat	-related
legislation	legisl	legislation
.	.	.
