PARIS	pari	PARIS
Reuters	reuter	Reuters
-	-	-
French	french	French
cement	cement	cement
group	group	group
Lafarge	lafarg	Lafarge
paid	paid	paid
close	close	close
to	to	to
13	13	13
million	million	million
euros	euro	euro
15	15	15
.	.	.
2	2	2
million	million	million
to	to	to
armed	arm	armed
groups	group	group
including	includ	including
Islamic	islam	Islamic
State	state	State
militants	milit	militant
to	to	to
keep	keep	keep
operating	oper	operating
in	in	in
Syria	syria	Syria
from	from	from
2011	2011	2011
-2015	-2015	-2015
,	,	,
human	human	human
rights	right	right
lawyers	lawyer	lawyer
said	said	said
on	on	on
Tuesday	tuesday	Tuesday
.	.	.
They	they	They
were	were	were
speaking	speak	speaking
at	at	at
a	a	a
news	news	news
conference	confer	conference
on	on	on
the	the	the
course	cours	course
of	of	of
French	french	French
prosecutors	prosecutor	prosecutor
preliminary	preliminari	preliminary
inquiry	inquiri	inquiry
into	into	into
Lafarge	lafarg	Lafarge
s	s	s
operations	oper	operation
launched	launch	launched
in	in	in
June	june	June
on	on	on
suspicion	suspicion	suspicion
of	of	of
financing	financ	financing
of	of	of
a	a	a
terrorist	terrorist	terrorist
enterprise	enterpris	enterprise
.	.	.
The	the	The
lawyers	lawyer	lawyer
for	for	for
rights	right	right
group	group	group
Sherpa	sherpa	Sherpa
said	said	said
a	a	a
large	larg	large
part	part	part
of	of	of
the	the	the
money	money	money
went	went	went
directly	direct	directly
or	or	or
indirectly	indirect	indirectly
into	into	into
the	the	the
pockets	pocket	pocket
of	of	of
Islamic	islam	Islamic
State	state	State
and	and	and
that	that	that
payments	payment	payment
lasted	last	lasted
until	until	until
well	well	well
after	after	after
the	the	the
closure	closur	closure
of	of	of
Lafarge	lafarg	Lafarge
s	s	s
Jalabiya	jalabiya	Jalabiya
plant	plant	plant
in	in	in
September	septemb	September
2014	2014	2014
.	.	.
They	they	They
were	were	were
citing	cite	citing
a	a	a
figure	figur	figure
pinpointed	pinpoint	pinpointed
by	by	by
prosecutors	prosecutor	prosecutor
examining	examin	examining
Lafarge	lafarg	Lafarge
s	s	s
activities	activ	activity
in	in	in
Syria	syria	Syria
,	,	,
in	in	in
the	the	the
throes	throe	throe
of	of	of
civil	civil	civil
war	war	war
since	sinc	since
2011	2011	2011
,	,	,
and	and	and
drawn	drawn	drawn
from	from	from
an	an	an
internal	intern	internal
report	report	report
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
law	law	law
firm	firm	firm
Baker	baker	Baker
and	and	and
McKenzie	mckenzi	McKenzie
for	for	for
Lafarge	lafarg	Lafarge
.	.	.
As	as	As
part	part	part
of	of	of
the	the	the
inquiry	inquiri	inquiry
,	,	,
the	the	the
precise	precis	precise
figure	figur	figure
retained	retain	retained
is	is	is
12	12	12
,	,	,
946	946	946
,	,	,
000	000	000
euros	euro	euro
paid	paid	paid
by	by	by
Lafarge	lafarg	Lafarge
between	between	between
2011	2011	2011
and	and	and
2015	2015	2015
to	to	to
terrorist	terrorist	terrorist
organizations	organ	organization
,	,	,
including	includ	including
the	the	the
Islamic	islam	Islamic
State	state	State
,	,	,
Sherpa	sherpa	Sherpa
lawyer	lawyer	lawyer
Marie	mari	Marie
Dose	dose	Dose
said	said	said
.	.	.
Lafarge	lafarg	Lafarge
became	becam	became
LafargeHolcim	lafargeholcim	LafargeHolcim
,	,	,
the	the	the
world	world	world
s	s	s
largest	largest	largest
cement	cement	cement
maker	maker	maker
,	,	,
in	in	in
2015	2015	2015
after	after	after
a	a	a
takeover	takeov	takeover
by	by	by
Swiss	swiss	Swiss
Holcim	holcim	Holcim
.	.	.
Former	former	Former
LafargeHolcim	lafargeholcim	LafargeHolcim
CEO	ceo	CEO
Eric	eric	Eric
Olsen	olsen	Olsen
resigned	resign	resigned
in	in	in
April	april	April
after	after	after
the	the	the
company	compani	company
admitted	admit	admitted
it	it	it
had	had	had
paid	paid	paid
armed	arm	armed
groups	group	group
to	to	to
keep	keep	keep
a	a	a
factory	factori	factory
operating	oper	operating
in	in	in
Syria	syria	Syria
.	.	.
His	his	His
lawyer	lawyer	lawyer
has	has	ha
said	said	said
Olsen	olsen	Olsen
will	will	will
appeal	appeal	appeal
against	against	against
being	be	being
put	put	put
under	under	under
investigation	investig	investigation
.	.	.
Sherpa	sherpa	Sherpa
and	and	and
other	other	other
human	human	human
rights	right	right
groups	group	group
in	in	in
France	franc	France
as	as	a
well	well	well
as	as	a
the	the	the
French	french	French
Finance	financ	Finance
Ministry	ministri	Ministry
have	have	have
filed	file	filed
suit	suit	suit
against	against	against
Lafarge	lafarg	Lafarge
.	.	.
Sherpa	sherpa	Sherpa
wants	want	want
the	the	the
company	compani	company
to	to	to
be	be	be
placed	place	placed
under	under	under
formal	formal	formal
criminal	crimin	criminal
investigation	investig	investigation
,	,	,
like	like	like
Olsen	olsen	Olsen
,	,	,
and	and	and
also	also	also
accuses	accus	accuses
Lafarge	lafarg	Lafarge
of	of	of
not	not	not
cooperating	cooper	cooperating
with	with	with
authorities	author	authority
and	and	and
trying	tri	trying
to	to	to
hide	hide	hide
important	import	important
elements	element	element
from	from	from
the	the	the
investigation	investig	investigation
.	.	.
A	a	A
LafargeHolcim	lafargeholcim	LafargeHolcim
spokeswoman	spokeswoman	spokeswoman
on	on	on
Tuesday	tuesday	Tuesday
rejected	reject	rejected
these	these	these
accusations	accus	accusation
but	but	but
would	would	would
not	not	not
comment	comment	comment
on	on	on
the	the	the
13	13	13
-million-euro	-million-euro	-million-euro
figure	figur	figure
.	.	.
LafargeHolcim	lafargeholcim	LafargeHolcim
fully	fulli	fully
cooperates	cooper	cooperates
with	with	with
the	the	the
justice	justic	justice
authorities	author	authority
.	.	.
Thousands	thousand	Thousands
of	of	of
documents	document	document
have	have	have
been	been	been
given	given	given
by	by	by
the	the	the
group	group	group
to	to	to
magistrates	magistr	magistrate
or	or	or
seized	seiz	seized
during	dure	during
a	a	a
search	search	search
,	,	,
she	she	she
said	said	said
.	.	.
We	we	We
strongly	strong	strongly
contest	contest	contest
that	that	that
the	the	the
company	compani	company
is	is	is
trying	tri	trying
in	in	in
any	ani	any
way	way	way
to	to	to
limit	limit	limit
the	the	the
right	right	right
of	of	of
its	it	it
employees	employe	employee
or	or	or
former	former	former
employees	employe	employee
to	to	to
defend	defend	defend
themselves	themselv	themselves
.	.	.
.	.	.
.	.	.
or	or	or
limit	limit	limit
their	their	their
capacity	capac	capacity
to	to	to
cooperate	cooper	cooperate
in	in	in
a	a	a
judicial	judici	judicial
inquiry	inquiri	inquiry
,	,	,
she	she	she
added	ad	added
.	.	.
Being	be	Being
placed	place	placed
under	under	under
formal	formal	formal
investigation	investig	investigation
in	in	in
France	franc	France
means	mean	mean
that	that	that
prosecutors	prosecutor	prosecutor
believe	believ	believe
they	they	they
have	have	have
serious	serious	serious
or	or	or
consistent	consist	consistent
evidence	evid	evidence
that	that	that
could	could	could
result	result	result
in	in	in
prosecution	prosecut	prosecution
.	.	.
It	it	It
is	is	is
a	a	a
step	step	step
toward	toward	toward
a	a	a
possible	possibl	possible
trial	trial	trial
,	,	,
though	though	though
the	the	the
investigation	investig	investigation
can	can	can
still	still	still
be	be	be
dropped	drop	dropped
.	.	.
Last	last	Last
Friday	friday	Friday
the	the	the
Paris	pari	Paris
prosecutor	prosecutor	prosecutor
also	also	also
placed	place	placed
Olsen	olsen	Olsen
s	s	s
predecessor	predecessor	predecessor
as	as	a
CEO	ceo	CEO
,	,	,
Bruno	bruno	Bruno
Lafont	lafont	Lafont
,	,	,
and	and	and
his	his	his
ex	ex	ex
-deputy	-deputi	-deputy
for	for	for
operations	oper	operation
under	under	under
formal	formal	formal
investigation	investig	investigation
as	as	a
part	part	part
of	of	of
the	the	the
inquiry	inquiri	inquiry
into	into	into
Lafarge	lafarg	Lafarge
activities	activ	activity
in	in	in
Syria	syria	Syria
,	,	,
the	the	the
two	two	two
men	men	men
s	s	s
lawyers	lawyer	lawyer
said	said	said
.	.	.
