Reuters	reuter	Reuters
-	-	-
Wind	wind	Wind
gusts	gust	gust
near	near	near
hurricane	hurrican	hurricane
force	forc	force
were	were	were
occurring	occur	occurring
in	in	in
the	the	the
Florida	florida	Florida
Keys	key	Keys
,	,	,
the	the	the
National	nation	National
Hurricane	hurrican	Hurricane
Center	center	Center
said	said	said
on	on	on
Saturday	saturday	Saturday
in	in	in
an	an	an
update	updat	update
on	on	on
Hurricane	hurrican	Hurricane
Irma	irma	Irma
.	.	.

The	the	The
storm	storm	storm
was	was	wa
about	about	about
105	105	105
miles	mile	mile
170	170	170
km	km	km
southeast	southeast	southeast
of	of	of
Key	key	Key
West	west	West
with	with	with
maximum	maximum	maximum
sustained	sustain	sustained
winds	wind	wind
of	of	of
125	125	125
miles	mile	mile
per	per	per
hour	hour	hour
205	205	205
kilometers	kilomet	kilometer
per	per	per
hour	hour	hour
,	,	,
the	the	the
center	center	center
said	said	said
.	.	.

Irma	irma	Irma
was	was	wa
moving	move	moving
west	west	west
-northwest	-northwest	-northwest
at	at	at
9	9	9
mph	mph	mph
15	15	15
kph	kph	kph
.	.	.

The	the	The
center	center	center
said	said	said
a	a	a
weather	weather	weather
station	station	station
in	in	in
Vaca	vaca	Vaca
Key	key	Key
reported	report	reported
sustained	sustain	sustained
winds	wind	wind
of	of	of
48	48	48
mph	mph	mph
77	77	77
kph	kph	kph
with	with	with
a	a	a
gust	gust	gust
to	to	to
66	66	66
mph	mph	mph
106	106	106
kph	kph	kph
.	.	.

Marathon	marathon	Marathon
,	,	,
Florida	florida	Florida
,	,	,
in	in	in
the	the	the
Keys	key	Keys
reported	report	reported
sustained	sustain	sustained
winds	wind	wind
of	of	of
51	51	51
mph	mph	mph
81	81	81
kph	kph	kph
with	with	with
a	a	a
gust	gust	gust
to	to	to
71	71	71
mph	mph	mph
115	115	115
kph	kph	kph
.	.	.

On	on	On
the	the	the
Saffir	saffir	Saffir
-Simpson	-simpson	-Simpson
wind	wind	wind
scale	scale	scale
,	,	,
sustained	sustain	sustained
winds	wind	wind
of	of	of
at	at	at
least	least	least
74	74	74
mph	mph	mph
119	119	119
kph	kph	kph
are	are	are
classified	classifi	classified
as	as	a
hurricane	hurrican	hurricane
strength	strength	strength
.	.	.

Irma	irma	Irma
s	s	s
maximum	maximum	maximum
sustained	sustain	sustained
winds	wind	wind
of	of	of
125	125	125
mph	mph	mph
were	were	were
classified	classifi	classified
as	as	a
a	a	a
Category	categori	Category
Three	three	Three
storm	storm	storm
.	.	.

