Reuters	reuter	Reuters
-	-	-
As	as	As
facts	fact	fact
emerge	emerg	emerge
about	about	about
Omar	omar	Omar
Mateen	mateen	Mateen
,	,	,
the	the	the
gunman	gunman	gunman
who	who	who
killed	kill	killed
49	49	49
people	peopl	people
at	at	at
a	a	a
gay	gay	gay
nightclub	nightclub	nightclub
in	in	in
Orlando	orlando	Orlando
,	,	,
Florida	florida	Florida
,	,	,
on	on	on
Sunday	sunday	Sunday
,	,	,
questions	question	question
have	have	have
arisen	arisen	arisen
about	about	about
how	how	how
well	well	well
-known	-known	-known
he	he	he
was	was	wa
to	to	to
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
agencies	agenc	agency
.	.	.

Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
Director	director	Director
James	jame	James
Comey	comey	Comey
said	said	said
on	on	on
Monday	monday	Monday
that	that	that
Mateen	mateen	Mateen
was	was	wa
on	on	on
a	a	a
watchlist	watchlist	watchlist
between	between	between
May	may	May
2013	2013	2013
and	and	and
March	march	March
2014	2014	2014
while	while	while
he	he	he
was	was	wa
under	under	under
investigation	investig	investigation
after	after	after
claiming	claim	claiming
a	a	a
connection	connect	connection
to	to	to
or	or	or
support	support	support
for	for	for
multiple	multipl	multiple
Islamist	islamist	Islamist
extremist	extremist	extremist
groups	group	group
,	,	,
including	includ	including
al	al	al
Qaeda	qaeda	Qaeda
,	,	,
Hezbollah	hezbollah	Hezbollah
,	,	,
al	al	al
-Nusra	-nusra	-Nusra
and	and	and
Islamic	islam	Islamic
State	state	State
.	.	.

The	the	The
FBI	fbi	FBI
maintains	maintain	maintains
three	three	three
watchlists	watchlist	watchlists
and	and	and
the	the	the
Office	offic	Office
of	of	of
the	the	the
Director	director	Director
of	of	of
National	nation	National
Intelligence	intellig	Intelligence
runs	run	run
one	one	one
database	databas	database
.	.	.

People	peopl	People
are	are	are
placed	place	placed
on	on	on
a	a	a
watchlist	watchlist	watchlist
according	accord	according
to	to	to
the	the	the
threat	threat	threat
level	level	level
they	they	they
are	are	are
believed	believ	believed
to	to	to
pose	pose	pose
.	.	.

Comey	comey	Comey
did	did	did
not	not	not
specify	specifi	specify
which	which	which
watchlist	watchlist	watchlist
named	name	named
Mateen	mateen	Mateen
.	.	.

Democratic	democrat	Democratic
presidential	presidenti	presidential
candidate	candid	candidate
Hilary	hilari	Hilary
Clinton	clinton	Clinton
has	has	ha
supported	support	supported
stricter	stricter	stricter
gun	gun	gun
laws	law	law
and	and	and
said	said	said
on	on	on
Monday	monday	Monday
she	she	she
would	would	would
push	push	push
for	for	for
laws	law	law
that	that	that
would	would	would
prevent	prevent	prevent
people	peopl	people
on	on	on
a	a	a
no	no	no
-fly	-fli	-fly
list	list	list
from	from	from
buying	buy	buying
guns	gun	gun
.	.	.

Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
,	,	,
who	who	who
has	has	ha
embraced	embrac	embraced
gun	gun	gun
rights	right	right
,	,	,
said	said	said
he	he	he
would	would	would
meet	meet	meet
with	with	with
the	the	the
leading	lead	leading
U	u	U
.	.	.
S	s	S
.	.	.
gun	gun	gun
rights	right	right
group	group	group
about	about	about
preventing	prevent	preventing
people	peopl	people
on	on	on
a	a	a
government	govern	government
watchlist	watchlist	watchlist
from	from	from
buying	buy	buying
guns	gun	gun
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
maintains	maintain	maintains
the	the	the
following	follow	following
databases	databas	database
Terrorist	terrorist	Terrorist
Watchlist	watchlist	Watchlist
or	or	or
Terrorist	terrorist	Terrorist
Screening	screen	Screening
Database	databas	Database
about	about	about
420	420	420
,	,	,
000	000	000
names	name	name
Established	establish	Established
after	after	after
the	the	the
Sept	sept	Sept
.	.	.

11	11	11
,	,	,
2001	2001	2001
,	,	,
attacks	attack	attack
,	,	,
the	the	the
Terrorist	terrorist	Terrorist
Watchlist	watchlist	Watchlist
is	is	is
intended	intend	intended
to	to	to
positively	posit	positively
identify	identifi	identify
known	known	known
or	or	or
suspected	suspect	suspected
terrorists	terrorist	terrorist
trying	tri	trying
to	to	to
obtain	obtain	obtain
visas	visa	visa
,	,	,
enter	enter	enter
the	the	the
U	u	U
.	.	.
S	s	S
,	,	,
board	board	board
aircraft	aircraft	aircraft
,	,	,
or	or	or
engage	engag	engage
in	in	in
other	other	other
activity	activ	activity
.	.	.
Prior	prior	Prior
to	to	to
2001	2001	2001
,	,	,
intelligence	intellig	intelligence
agencies	agenc	agency
maintained	maintain	maintained
dozens	dozen	dozen
of	of	of
individual	individu	individual
lists	list	list
.	.	.

The	the	The
Terrorist	terrorist	Terrorist
Watchlist	watchlist	Watchlist
is	is	is
run	run	run
by	by	by
the	the	the
FBI	fbi	FBI
s	s	s
Terrorist	terrorist	Terrorist
Screening	screen	Screening
Center	center	Center
with	with	with
the	the	the
goal	goal	goal
of	of	of
consolidating	consolid	consolidating
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
government	govern	government
s	s	s
watchlists	watchlist	watchlists
into	into	into
a	a	a
single	singl	single
database	databas	database
.	.	.

No	no	No
-Fly	-fli	-Fly
List	list	List
about	about	about
16	16	16
,	,	,
000	000	000
names	name	name
A	a	A
subset	subset	subset
of	of	of
the	the	the
Terrorist	terrorist	Terrorist
Screening	screen	Screening
Database	databas	Database
,	,	,
the	the	the
No	no	No
-Fly	-fli	-Fly
List	list	List
prohibits	prohibit	prohibits
people	peopl	people
known	known	known
or	or	or
suspected	suspect	suspected
of	of	of
terrorism	terror	terrorism
from	from	from
boarding	board	boarding
a	a	a
plane	plane	plane
that	that	that
departs	depart	departs
from	from	from
or	or	or
arrives	arriv	arrives
in	in	in
the	the	the
United	unit	United
States	state	States
.	.	.

Selectee	selecte	Selectee
List	list	List
about	about	about
16	16	16
,	,	,
000	000	000
names	name	name
A	a	A
subset	subset	subset
of	of	of
the	the	the
Terrorist	terrorist	Terrorist
Watchlist	watchlist	Watchlist
,	,	,
the	the	the
Selectee	selecte	Selectee
List	list	List
includes	includ	includes
individuals	individu	individual
who	who	who
are	are	are
permitted	permit	permitted
to	to	to
fly	fli	fly
,	,	,
but	but	but
receive	receiv	receive
more	more	more
intensive	intens	intensive
screening	screen	screening
.	.	.

In	in	In
addition	addit	addition
to	to	to
the	the	the
thousands	thousand	thousand
of	of	of
records	record	record
updated	updat	updated
daily	daili	daily
from	from	from
federal	feder	federal
,	,	,
state	state	state
and	and	and
local	local	local
law	law	law
enforcement	enforc	enforcement
,	,	,
the	the	the
Selectee	selecte	Selectee
List	list	List
provides	provid	provides
an	an	an
additional	addit	additional
level	level	level
of	of	of
screening	screen	screening
for	for	for
individuals	individu	individual
thought	thought	thought
to	to	to
present	present	present
a	a	a
greater	greater	greater
threat	threat	threat
.	.	.

Terrorist	terrorist	Terrorist
Identities	ident	Identities
Datamart	datamart	Datamart
Environment	environ	Environment
,	,	,
or	or	or
TIDE	tide	TIDE
,	,	,
database	databas	database
about	about	about
1	1	1
.	.	.
1	1	1
million	million	million
names	name	name
Run	run	Run
by	by	by
the	the	the
National	nation	National
Counterterrorism	counterterror	Counterterrorism
Center	center	Center
,	,	,
part	part	part
of	of	of
the	the	the
Office	offic	Office
of	of	of
the	the	the
National	nation	National
Director	director	Director
of	of	of
Intelligence	intellig	Intelligence
,	,	,
the	the	the
TIDE	tide	TIDE
Database	databas	Database
shares	share	share
information	inform	information
with	with	with
the	the	the
FBI	fbi	FBI
s	s	s
watchlists	watchlist	watchlists
.	.	.

As	as	As
of	of	of
December	decemb	December
2013	2013	2013
,	,	,
it	it	it
contained	contain	contained
about	about	about
1	1	1
.	.	.
1	1	1
million	million	million
people	peopl	people
,	,	,
about	about	about
25	25	25
,	,	,
000	000	000
of	of	of
them	them	them
U	u	U
.	.	.
S	s	S
.	.	.
citizens	citizen	citizen
.	.	.

Unlike	unlik	Unlike
the	the	the
FBI	fbi	FBI
s	s	s
database	databas	database
,	,	,
TIDE	tide	TIDE
is	is	is
viewable	viewabl	viewable
only	onli	only
by	by	by
counterterrorism	counterterror	counterterrorism
professionals	profession	professional
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
community	communiti	community
and	and	and
is	is	is
not	not	not
shared	share	shared
with	with	with
local	local	local
law	law	law
enforcement	enforc	enforcement
.	.	.

Federal	feder	Federal
agencies	agenc	agency
propose	propos	propose
people	peopl	people
for	for	for
inclusion	inclus	inclusion
on	on	on
the	the	the
TIDE	tide	TIDE
database	databas	database
based	base	based
on	on	on
an	an	an
evaluation	evalu	evaluation
of	of	of
the	the	the
threat	threat	threat
they	they	they
pose	pose	pose
.	.	.

Reasons	reason	Reasons
someone	someon	someone
may	may	may
be	be	be
added	ad	added
to	to	to
the	the	the
TIDE	tide	TIDE
database	databas	database
include	includ	include
committing	commit	committing
terrorist	terrorist	terrorist
activity	activ	activity
,	,	,
preparing	prepar	preparing
or	or	or
planning	plan	planning
a	a	a
terrorist	terrorist	terrorist
activity	activ	activity
or	or	or
providing	provid	providing
support	support	support
,	,	,
such	such	such
as	as	a
funds	fund	fund
or	or	or
housing	hous	housing
,	,	,
for	for	for
a	a	a
terrorist	terrorist	terrorist
organization	organ	organization
.	.	.

