Reuters	reuter	Reuters
-	-	-
A	a	A
bipartisan	bipartisan	bipartisan
group	group	group
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
lawmakers	lawmak	lawmaker
has	has	ha
introduced	introduc	introduced
a	a	a
bill	bill	bill
that	that	that
would	would	would
ban	ban	ban
agreements	agreement	agreement
to	to	to
keep	keep	keep
sexual	sexual	sexual
harassment	harass	harassment
and	and	and
discrimination	discrimin	discrimination
claims	claim	claim
out	out	out
of	of	of
court	court	court
,	,	,
amid	amid	amid
a	a	a
wave	wave	wave
of	of	of
sexual	sexual	sexual
misconduct	misconduct	misconduct
allegations	alleg	allegation
against	against	against
powerful	power	powerful
men	men	men
.	.	.

Members	member	Members
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
and	and	and
House	hous	House
of	of	of
Representatives	repres	Representatives
unveiled	unveil	unveiled
the	the	the
bill	bill	bill
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
saying	say	saying
mandatory	mandatori	mandatory
arbitration	arbitr	arbitration
agreements	agreement	agreement
had	had	had
forced	forc	forced
women	women	woman
to	to	to
privately	privat	privately
arbitrate	arbitr	arbitrate
misconduct	misconduct	misconduct
claims	claim	claim
,	,	,
effectively	effect	effectively
silencing	silenc	silencing
victims	victim	victim
and	and	and
enabling	enabl	enabling
serial	serial	serial
harassers	harass	harasser
.	.	.

An	an	An
arbitration	arbitr	arbitration
case	case	case
is	is	is
similar	similar	similar
to	to	to
a	a	a
lawsuit	lawsuit	lawsuit
,	,	,
but	but	but
the	the	the
proceedings	proceed	proceeding
are	are	are
typically	typic	typically
confidential	confidenti	confidential
.	.	.

Dozens	dozen	Dozens
of	of	of
prominent	promin	prominent
American	american	American
men	men	men
in	in	in
politics	polit	politics
,	,	,
media	media	medium
and	and	and
entertainment	entertain	entertainment
have	have	have
been	been	been
accused	accus	accused
in	in	in
recent	recent	recent
months	month	month
of	of	of
sexual	sexual	sexual
harassment	harass	harassment
and	and	and
misconduct	misconduct	misconduct
.	.	.

In	in	In
some	some	some
of	of	of
those	those	those
cases	case	case
,	,	,
their	their	their
accusers	accus	accuser
had	had	had
been	been	been
required	requir	required
to	to	to
sign	sign	sign
agreements	agreement	agreement
with	with	with
their	their	their
employers	employ	employer
to	to	to
keep	keep	keep
work	work	work
-related	-relat	-related
legal	legal	legal
claims	claim	claim
in	in	in
arbitration	arbitr	arbitration
.	.	.

The	the	The
bill	bill	bill
would	would	would
make	make	make
those	those	those
agreements	agreement	agreement
unenforceable	unenforc	unenforceable
in	in	in
sexual	sexual	sexual
harassment	harass	harassment
and	and	and
discrimination	discrimin	discrimination
cases	case	case
brought	brought	brought
under	under	under
federal	feder	federal
law	law	law
.	.	.

Lawmakers	lawmak	Lawmakers
said	said	said
an	an	an
estimated	estim	estimated
60	60	60
million	million	million
U	u	U
.	.	.
S	s	S
.	.	.
workers	worker	worker
have	have	have
mandatory	mandatori	mandatory
arbitration	arbitr	arbitration
agreements	agreement	agreement
.	.	.

The	the	The
issue	issu	issue
of	of	of
sexual	sexual	sexual
harassment	harass	harassment
was	was	wa
in	in	in
focus	focus	focus
in	in	in
Washington	washington	Washington
on	on	on
Thursday	thursday	Thursday
as	as	a
Senator	senat	Senator
Al	al	Al
Franken	franken	Franken
,	,	,
a	a	a
Democrat	democrat	Democrat
from	from	from
Minnesota	minnesota	Minnesota
,	,	,
announced	announc	announced
he	he	he
would	would	would
step	step	step
down	down	down
after	after	after
several	sever	several
women	women	woman
accused	accus	accused
him	him	him
of	of	of
unwanted	unwant	unwanted
touching	touch	touching
.	.	.

Franken	franken	Franken
has	has	ha
denied	deni	denied
some	some	some
of	of	of
the	the	the
claims	claim	claim
and	and	and
apologized	apolog	apologized
to	to	to
other	other	other
accusers	accus	accuser
.	.	.

On	on	On
Tuesday	tuesday	Tuesday
,	,	,
Representative	repres	Representative
John	john	John
Conyers	conyer	Conyers
,	,	,
a	a	a
Democrat	democrat	Democrat
from	from	from
Michigan	michigan	Michigan
,	,	,
resigned	resign	resigned
after	after	after
allegations	alleg	allegation
that	that	that
he	he	he
sexually	sexual	sexually
harassed	harass	harassed
staffers	staffer	staffer
.	.	.

Conyers	conyer	Conyers
,	,	,
who	who	who
was	was	wa
the	the	the
longest	longest	longest
-serving	-serv	-serving
member	member	member
of	of	of
Congress	congress	Congress
,	,	,
has	has	ha
denied	deni	denied
the	the	the
claims	claim	claim
.	.	.

Business	busi	Business
groups	group	group
including	includ	including
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Chamber	chamber	Chamber
of	of	of
Commerce	commerc	Commerce
and	and	and
National	nation	National
Federation	feder	Federation
of	of	of
Independent	independ	Independent
Business	busi	Business
have	have	have
said	said	said
in	in	in
the	the	the
past	past	past
that	that	that
arbitration	arbitr	arbitration
can	can	can
benefit	benefit	benefit
both	both	both
employers	employ	employer
and	and	and
workers	worker	worker
who	who	who
want	want	want
to	to	to
keep	keep	keep
their	their	their
claims	claim	claim
confidential	confidenti	confidential
.	.	.

The	the	The
bill	bill	bill
is	is	is
sponsored	sponsor	sponsored
in	in	in
the	the	the
Senate	senat	Senate
by	by	by
Democrats	democrat	Democrats
Kirsten	kirsten	Kirsten
Gillibrand	gillibrand	Gillibrand
of	of	of
New	new	New
York	york	York
and	and	and
Kamala	kamala	Kamala
Harris	harri	Harris
of	of	of
California	california	California
,	,	,
and	and	and
Republicans	republican	Republicans
Lindsey	lindsey	Lindsey
Graham	graham	Graham
of	of	of
South	south	South
Carolina	carolina	Carolina
and	and	and
Lisa	lisa	Lisa
Murkowski	murkowski	Murkowski
of	of	of
Alaska	alaska	Alaska
.	.	.

It	it	It
also	also	also
has	has	ha
two	two	two
sponsors	sponsor	sponsor
from	from	from
each	each	each
party	parti	party
in	in	in
the	the	the
House	hous	House
.	.	.

The	the	The
lawmakers	lawmak	lawmaker
were	were	were
joined	join	joined
at	at	at
a	a	a
news	news	news
conference	confer	conference
in	in	in
Washington	washington	Washington
by	by	by
former	former	former
Fox	fox	Fox
News	news	News
anchor	anchor	anchor
Gretchen	gretchen	Gretchen
Carlson	carlson	Carlson
,	,	,
who	who	who
sued	su	sued
former	former	former
network	network	network
chief	chief	chief
Roger	roger	Roger
Ailes	ail	Ailes
for	for	for
harassment	harass	harassment
last	last	last
year	year	year
.	.	.

The	the	The
claims	claim	claim
led	led	led
to	to	to
Ailes	ail	Ailes
resignation	resign	resignation
and	and	and
a	a	a
20	20	20
million	million	million
settlement	settlement	settlement
for	for	for
Carlson	carlson	Carlson
.	.	.

Ailes	ail	Ailes
and	and	and
Fox	fox	Fox
denied	deni	denied
any	ani	any
wrongdoing	wrongdo	wrongdoing
.	.	.

Carlson	carlson	Carlson
said	said	said
arbitration	arbitr	arbitration
agreements	agreement	agreement
like	like	like
the	the	the
one	one	one
she	she	she
signed	sign	signed
with	with	with
Fox	fox	Fox
allow	allow	allow
harassers	harass	harasser
to	to	to
stay	stay	stay
in	in	in
their	their	their
jobs	job	job
,	,	,
even	even	even
when	when	when
victims	victim	victim
are	are	are
pushed	push	pushed
out	out	out
or	or	or
fired	fire	fired
.	.	.

