Token	Stem	Lemma
BERLIN	berlin	BERLIN
Reuters	reuter	Reuters
With	with	With
just	just	just
one	one	one
day	day	day
left	left	left
to	to	to
conclude	conclud	conclude
exploratory	exploratori	exploratory
talks	talk	talk
on	on	on
forming	form	forming
a	a	a
new	new	new
coalition	coalit	coalition
government	govern	government
German	german	German
parties	parti	party
were	were	were
still	still	still
far	far	far
apart	apart	apart
on	on	on
Wednesday	wednesday	Wednesday
on	on	on
the	the	the
hot	hot	hot
issue	issu	issue
of	of	of
immigration	immigr	immigration
and	and	and
the	the	the
future	futur	future
governance	govern	governance
of	of	of
the	the	the
euro	euro	euro
zone	zone	zone
Merkel	merkel	Merkel
63	63	63
wants	want	want
the	the	the
exploratory	exploratori	exploratory
talks	talk	talk
to	to	to
end	end	end
on	on	on
Thursday	thursday	Thursday
when	when	when
German	german	German
media	media	medium
expect	expect	expect
her	her	her
to	to	to
press	press	press
all	all	all
sides	side	side
to	to	to
strike	strike	strike
a	a	a
compromise	compromis	compromise
before	befor	before
moving	move	moving
to	to	to
formal	formal	formal
negotiations	negoti	negotiation
that	that	that
could	could	could
lead	lead	lead
to	to	to
her	her	her
securing	secur	securing
a	a	a
fourth	fourth	fourth
term	term	term
as	as	a
Chancellor	chancellor	Chancellor
Merkel	merkel	Merkel
is	is	is
hoping	hope	hoping
to	to	to
put	put	put
together	togeth	together
an	an	an
unlikely	unlik	unlikely
alliance	allianc	alliance
of	of	of
her	her	her
conservatives	conserv	conservative
the	the	the
pro	pro	pro
-business	-busi	-business
Free	free	Free
Democrats	democrat	Democrats
FDP	fdp	FDP
and	and	and
the	the	the
ecologist	ecologist	ecologist
Greens	green	Greens
a	a	a
combination	combin	combination
untested	untest	untested
at	at	at
national	nation	national
level	level	level
but	but	but
a	a	a
deal	deal	deal
which	which	which
could	could	could
head	head	head
off	off	off
fresh	fresh	fresh
elections	elect	election
The	the	The
parties	parti	party
are	are	are
struggling	struggl	struggling
to	to	to
reach	reach	reach
agreement	agreement	agreement
on	on	on
the	the	the
touchy	touchi	touchy
issue	issu	issue
of	of	of
immigration	immigr	immigration
with	with	with
the	the	the
Greens	green	Greens
firmly	firm	firmly
opposed	oppos	opposed
to	to	to
a	a	a
conservative	conserv	conservative
plan	plan	plan
to	to	to
cap	cap	cap
at	at	at
200	200	200
000	000	000
per	per	per
year	year	year
the	the	the
number	number	number
of	of	of
migrants	migrant	migrant
Germany	germani	Germany
will	will	will
accept	accept	accept
for	for	for
humanitarian	humanitarian	humanitarian
reasons	reason	reason
The	the	The
parties	parti	party
are	are	are
also	also	also
at	at	at
odds	odd	odds
over	over	over
the	the	the
number	number	number
of	of	of
foreigners	foreign	foreigner
who	who	who
qualify	qualifi	qualify
to	to	to
join	join	join
relatives	relat	relative
granted	grant	granted
asylum	asylum	asylum
in	in	in
Germany	germani	Germany
Differences	differ	Differences
over	over	over
whether	whether	whether
Germany	germani	Germany
should	should	should
back	back	back
a	a	a
French	french	French
proposal	propos	proposal
to	to	to
create	creat	create
a	a	a
joint	joint	joint
euro	euro	euro
zone	zone	zone
budget	budget	budget
also	also	also
highlight	highlight	highlight
the	the	the
difficulties	difficulti	difficulty
Merkel	merkel	Merkel
faces	face	face
in	in	in
trying	tri	trying
to	to	to
forge	forg	forge
the	the	the
awkward	awkward	awkward
alliance	allianc	alliance
A	a	A
document	document	document
seen	seen	seen
by	by	by
Reuters	reuter	Reuters
describing	describ	describing
a	a	a
possible	possibl	possible
government	govern	government
s	s	s
stance	stanc	stance
on	on	on
European	european	European
issues	issu	issue
contains	contain	contains
bracketed	bracket	bracketed
sentences	sentenc	sentence
reflecting	reflect	reflecting
areas	area	area
of	of	of
disagreement	disagr	disagreement
that	that	that
must	must	must
be	be	be
settled	settl	settled
by	by	by
