Token	Stem	Lemma
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
A	a	A
group	group	group
that	that	that
wanted	want	wanted
to	to	to
draft	draft	draft
House	hous	House
Speaker	speaker	Speaker
Paul	paul	Paul
Ryan	ryan	Ryan
as	as	a
a	a	a
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
is	is	is
shutting	shut	shutting
down	down	down
a	a	a
day	day	day
after	after	after
Ryan	ryan	Ryan
s	s	s
political	polit	political
operation	oper	operation
sent	sent	sent
the	the	the
organization	organ	organization
a	a	a
cease	ceas	cease
-and	-and	-and
-desist	-desist	-desist
letter	letter	letter
demanding	demand	demanding
it	it	it
halt	halt	halt
its	it	it
campaign	campaign	campaign
In	in	In
a	a	a
statement	statement	statement
on	on	on
Friday	friday	Friday
the	the	the
Committee	committe	Committee
to	to	to
Draft	draft	Draft
Speaker	speaker	Speaker
Ryan	ryan	Ryan
said	said	said
it	it	it
had	had	had
become	becom	become
increasingly	increas	increasingly
clear	clear	clear
that	that	that
the	the	the
Committee	committe	Committee
s	s	s
efforts	effort	effort
however	howev	however
well	well	well
intended	intend	intended
could	could	could
become	becom	become
an	an	an
unwanted	unwant	unwanted
distraction	distract	distraction
to	to	to
the	the	the
Speaker	speaker	Speaker
s	s	s
current	current	current
responsibilities	respons	responsibility
Ryan	ryan	Ryan
a	a	a
Wisconsin	wisconsin	Wisconsin
congressman	congressman	congressman
who	who	who
was	was	wa
Mitt	mitt	Mitt
Romney	romney	Romney
s	s	s
vice	vice	vice
-presidential	-presidenti	-presidential
running	run	running
mate	mate	mate
on	on	on
the	the	the
Republicans	republican	Republicans
2012	2012	2012
ticket	ticket	ticket
has	has	ha
said	said	said
he	he	he
does	doe	doe
not	not	not
want	want	want
to	to	to
run	run	run
for	for	for
president	presid	president
this	this	this
year	year	year
and	and	and
disavowed	disavow	disavowed
the	the	the
Draft	draft	Draft
Ryan	ryan	Ryan
group	group	group
With	with	With
establishment	establish	establishment
Republicans	republican	Republicans
desperately	desper	desperately
searching	search	searching
for	for	for
a	a	a
way	way	way
to	to	to
stop	stop	stop
real	real	real
estate	estat	estate
businessman	businessman	businessman
and	and	and
former	former	former
reality	realiti	reality
TV	tv	TV
personality	person	personality
Donald	donald	Donald
Trump	trump	Trump
s	s	s
march	march	march
toward	toward	toward
the	the	the
party	parti	party
s	s	s
nomination	nomin	nomination
for	for	for
the	the	the
Nov	nov	Nov
8	8	8
presidential	presidenti	presidential
election	elect	election
Ryan	ryan	Ryan
s	s	s
name	name	name
has	has	ha
been	been	been
mentioned	mention	mentioned
often	often	often
as	as	a
an	an	an
alternative	altern	alternative
But	but	But
Ryan	ryan	Ryan
s	s	s
political	polit	political
operation	oper	operation
in	in	in
a	a	a
letter	letter	letter
sent	sent	sent
Thursday	thursday	Thursday
told	told	told
the	the	the
Draft	draft	Draft
Ryan	ryan	Ryan
group	group	group
it	it	it
should	should	should
not	not	not
be	be	be
misleading	mislead	misleading
people	peopl	people
into	into	into
supporting	support	supporting
your	your	your
organization	organ	organization
and	and	and
warned	warn	warned
of	of	of
legal	legal	legal
risk	risk	risk
saying	say	saying
it	it	it
believed	believ	believed
the	the	the
group	group	group
