Token	Stem	Lemma
ATHENS	athen	ATHENS
Reuters	reuter	Reuters
Greece	greec	Greece
is	is	is
ready	readi	ready
and	and	and
determined	determin	determined
to	to	to
exit	exit	exit
its	it	it
international	intern	international
bailout	bailout	bailout
next	next	next
August	august	August
putting	put	putting
an	an	an
end	end	end
to	to	to
years	year	year
of	of	of
crisis	crisi	crisis
and	and	and
uncertainty	uncertainti	uncertainty
Prime	prime	Prime
Minister	minist	Minister
Alexis	alexi	Alexis
Tsipras	tsipra	Tsipras
said	said	said
on	on	on
Thursday	thursday	Thursday
Greece	greec	Greece
s	s	s
third	third	third
EU	eu	EU
IMF	imf	IMF
bailout	bailout	bailout
since	sinc	since
2010	2010	2010
is	is	is
due	due	due
to	to	to
expire	expir	expire
in	in	in
August	august	August
2018	2018	2018
We	we	We
are	are	are
absolutely	absolut	absolutely
ready	readi	ready
and	and	and
determined	determin	determined
to	to	to
move	move	move
in	in	in
this	this	this
direction	direct	direction
and	and	and
I	i	I
m	m	m
certain	certain	certain
our	our	our
lenders	lender	lender
have	have	have
the	the	the
same	same	same
approach	approach	approach
of	of	of
avoiding	avoid	avoiding
hurdles	hurdl	hurdle
and	and	and
delays	delay	delay
Tsipras	tsipra	Tsipras
said	said	said
during	dure	during
joint	joint	joint
press	press	press
conference	confer	conference
in	in	in
Athens	athen	Athens
with	with	with
French	french	French
President	presid	President
Emanuel	emanuel	Emanuel
Macron	macron	Macron
It	it	It
is	is	is
important	import	important
not	not	not
only	onli	only
for	for	for
Greece	greec	Greece
it	it	it
is	is	is
important	import	important
for	for	for
Europe	europ	Europe
Tsipras	tsipra	Tsipras
said	said	said
The	the	The
final	final	final
end	end	end
of	of	of
the	the	the
Greek	greek	Greek
crisis	crisi	crisis
will	will	will
signal	signal	signal
Europe	europ	Europe
s	s	s
passage	passag	passage
into	into	into
a	a	a
new	new	new
era	era	era
of	of	of
less	less	le
uncertainty	uncertainti	uncertainty
