GENEVA	geneva	GENEVA
Reuters	reuter	Reuters
-	-	-
Life	life	Life
has	has	ha
stopped	stop	stopped
in	in	in
its	it	it
tracks	track	track
in	in	in
Myanmar	myanmar	Myanmar
s	s	s
northern	northern	northern
Rakhine	rakhin	Rakhine
state	state	state
where	where	where
an	an	an
estimated	estim	estimated
180	180	180
,	,	,
000	000	000
Rohingya	rohingya	Rohingya
remain	remain	remain
,	,	,
fearful	fear	fearful
after	after	after
violence	violenc	violence
drove	drove	drove
650	650	650
,	,	,
000	000	000
to	to	to
flee	flee	flee
to	to	to
Bangladesh	bangladesh	Bangladesh
,	,	,
the	the	the
International	intern	International
Committee	committe	Committee
of	of	of
the	the	the
Red	red	Red
Cross	cross	Cross
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
.	.	.
Dominik	dominik	Dominik
Stillhart	stillhart	Stillhart
,	,	,
ICRC	icrc	ICRC
director	director	director
of	of	of
operations	oper	operation
,	,	,
speaking	speak	speaking
after	after	after
a	a	a
three	three	three
-day	-day	-day
mission	mission	mission
to	to	to
the	the	the
remote	remot	remote
area	area	area
,	,	,
said	said	said
continuing	continu	continuing
tensions	tension	tension
in	in	in
the	the	the
Muslim	muslim	Muslim
and	and	and
dominant	domin	dominant
Buddhist	buddhist	Buddhist
communities	communiti	community
were	were	were
preventing	prevent	preventing
Muslim	muslim	Muslim
traders	trader	trader
from	from	from
reopening	reopen	reopening
shops	shop	shop
and	and	and
markets	market	market
.	.	.
The	the	The
ICRC	icrc	ICRC
is	is	is
one	one	one
of	of	of
the	the	the
only	onli	only
aid	aid	aid
agencies	agenc	agency
to	to	to
operate	oper	operate
in	in	in
northern	northern	northern
Rakhine	rakhin	Rakhine
after	after	after
Myanmar	myanmar	Myanmar
s	s	s
military	militari	military
waged	wage	waged
a	a	a
campaign	campaign	campaign
the	the	the
United	unit	United
Nations	nation	Nations
has	has	ha
called	call	called
ethnic	ethnic	ethnic
cleansing	cleans	cleansing
in	in	in
response	respons	response
to	to	to
Aug	aug	Aug
.	.	.
25	25	25
attacks	attack	attack
by	by	by
Rohingya	rohingya	Rohingya
militants	milit	militant
on	on	on
security	secur	security
posts	post	post
.	.	.
The	the	The
situation	situat	situation
in	in	in
the	the	the
northern	northern	northern
Rakhine	rakhin	Rakhine
has	has	ha
definitely	definit	definitely
stabilized	stabil	stabilized
,	,	,
there	there	there
are	are	are
very	veri	very
sporadic	sporad	sporadic
incidents	incid	incident
,	,	,
but	but	but
tensions	tension	tension
are	are	are
huge	huge	huge
between	between	between
the	the	the
communities	communiti	community
,	,	,
Stillhart	stillhart	Stillhart
told	told	told
reporters	report	reporter
.	.	.
You	you	You
get	get	get
a	a	a
sense	sens	sense
,	,	,
especially	especi	especially
of	of	of
the	the	the
two	two	two
main	main	main
communities	communiti	community
being	be	being
deeply	deepli	deeply
scared	scare	scared
of	of	of
each	each	each
other	other	other
.	.	.
What	what	What
surprised	surpris	surprised
me	me	me
is	is	is
the	the	the
fact	fact	fact
that	that	that
not	not	not
only	onli	only
the	the	the
Muslim	muslim	Muslim
communities	communiti	community
are	are	are
scared	scare	scared
,	,	,
but	but	but
that	that	that
the	the	the
others	other	others
are	are	are
actually	actual	actually
scared	scare	scared
as	as	a
well	well	well
,	,	,
he	he	he
said	said	said
.	.	.
Stillhart	stillhart	Stillhart
went	went	went
to	to	to
Maungdaw	maungdaw	Maungdaw
,	,	,
Buthidaung	buthidaung	Buthidaung
and	and	and
Rathedaung	rathedaung	Rathedaung
in	in	in
northern	northern	northern
Rakhine	rakhin	Rakhine
,	,	,
where	where	where
the	the	the
ICRC	icrc	ICRC
is	is	is
providing	provid	providing
food	food	food
,	,	,
water	water	water
and	and	and
other	other	other
aid	aid	aid
150	150	150
,	,	,
000	000	000
people	peopl	people
.	.	.
By	by	By
year	year	year
-end	-end	-end
,	,	,
it	it	it
hopes	hope	hope
to	to	to
reach	reach	reach
all	all	all
of	of	of
the	the	the
180	180	180
,	,	,
000	000	000
Rohingya	rohingya	Rohingya
it	it	it
estimates	estim	estimate
remain	remain	remain
in	in	in
the	the	the
politically	polit	politically
-sensitive	-sensit	-sensitive
region	region	region
,	,	,
among	among	among
300	300	300
,	,	,
000	000	000
throughout	throughout	throughout
Rakhine	rakhin	Rakhine
,	,	,
he	he	he
said	said	said
.	.	.
You	you	You
travel	travel	travel
through	through	through
the	the	the
countryside	countrysid	countryside
and	and	and
you	you	you
really	realli	really
see	see	see
on	on	on
both	both	both
sides	side	side
of	of	of
the	the	the
road	road	road
,	,	,
villages	villag	village
that	that	that
are	are	are
completely	complet	completely
destroyed	destroy	destroyed
.	.	.
It	it	It
just	just	just
gives	give	give
you	you	you
a	a	a
bit	bit	bit
of	of	of
a	a	a
sense	sens	sense
of	of	of
the	the	the
scale	scale	scale
of	of	of
destruction	destruct	destruction
.	.	.
There	there	There
is	is	is
also	also	also
this	this	this
pervasive	pervas	pervasive
sense	sens	sense
of	of	of
absence	absenc	absence
.	.	.
It	it	It
is	is	is
as	as	a
if	if	if
life	life	life
has	has	ha
stopped	stop	stopped
in	in	in
its	it	it
tracks	track	track
,	,	,
people	peopl	people
do	do	do
not	not	not
move	move	move
,	,	,
markets	market	market
are	are	are
closed	close	closed
in	in	in
Muangdaw	muangdaw	Muangdaw
town	town	town
,	,	,
Stillhart	stillhart	Stillhart
said	said	said
.	.	.
Myanmar	myanmar	Myanmar
s	s	s
army	armi	army
released	releas	released
a	a	a
report	report	report
last	last	last
month	month	month
denying	deni	denying
all	all	all
allegations	alleg	allegation
of	of	of
rapes	rape	rape
and	and	and
killings	kill	killing
by	by	by
security	secur	security
forces	forc	force
.	.	.
The	the	The
main	main	main
problem	problem	problem
for	for	for
the	the	the
Muslim	muslim	Muslim
communities	communiti	community
today	today	today
is	is	is
not	not	not
that	that	that
they	they	they
are	are	are
being	be	being
attacked	attack	attacked
,	,	,
or	or	or
that	that	that
there	there	there
are	are	are
incidents	incid	incident
,	,	,
Stillhart	stillhart	Stillhart
said	said	said
.	.	.
Rather	rather	Rather
it	it	it
is	is	is
fear	fear	fear
and	and	and
uncertainty	uncertainti	uncertainty
,	,	,
and	and	and
the	the	the
very	veri	very
limited	limit	limited
possibilities	possibl	possibility
for	for	for
them	them	them
to	to	to
access	access	access
their	their	their
own	own	own
livelihoods	livelihood	livelihood
like	like	like
fields	field	field
,	,	,
and	and	and
especially	especi	especially
markets	market	market
and	and	and
services	servic	service
,	,	,
he	he	he
said	said	said
.	.	.
Myanmar	myanmar	Myanmar
and	and	and
Bangladesh	bangladesh	Bangladesh
signed	sign	signed
an	an	an
agreement	agreement	agreement
last	last	last
month	month	month
for	for	for
the	the	the
voluntary	voluntari	voluntary
repatriation	repatri	repatriation
of	of	of
hundreds	hundr	hundred
of	of	of
thousands	thousand	thousand
of	of	of
Rohingya	rohingya	Rohingya
within	within	within
several	sever	several
months	month	month
.	.	.
The	the	The
returns	return	return
must	must	must
be	be	be
voluntary	voluntari	voluntary
and	and	and
safe	safe	safe
,	,	,
Stillhart	stillhart	Stillhart
said	said	said
.	.	.
But	but	But
for	for	for
now	now	now
we	we	we
really	realli	really
don	don	don
t	t	t
see	see	see
a	a	a
significant	signific	significant
return	return	return
movement	movement	movement
and	and	and
I	i	I
m	m	m
also	also	also
not	not	not
expecting	expect	expecting
that	that	that
we	we	we
will	will	will
see	see	see
massive	massiv	massive
return	return	return
anytime	anytim	anytime
soon	soon	soon
,	,	,
he	he	he
said	said	said
.	.	.
About	about	About
300	300	300
Muslims	muslim	Muslims
still	still	still
flee	flee	flee
daily	daili	daily
,	,	,
he	he	he
added	ad	added
,	,	,
citing	cite	citing
U	u	U
.	.	.
N	n	N
.	.	.
figures	figur	figure
.	.	.
The	the	The
ICRC	icrc	ICRC
visits	visit	visit
detainees	detaine	detainee
held	held	held
in	in	in
Rakhine	rakhin	Rakhine
,	,	,
including	includ	including
Rohingya	rohingya	Rohingya
arrested	arrest	arrested
since	sinc	since
Aug	aug	Aug
25	25	25
,	,	,
he	he	he
said	said	said
.	.	.
What	what	What
I	i	I
can	can	can
tell	tell	tell
you	you	you
is	is	is
there	there	there
are	are	are
very	veri	very
few	few	few
people	peopl	people
who	who	who
have	have	have
been	been	been
rounded	round	rounded
up	up	up
,	,	,
surprisingly	surpris	surprisingly
few	few	few
people	peopl	people
have	have	have
been	been	been
rounded	round	rounded
up	up	up
.	.	.
So	so	So
it	it	it
s	s	s
not	not	not
as	as	a
if	if	if
we	we	we
met	met	met
like	like	like
hundreds	hundr	hundred
or	or	or
thousands	thousand	thousand
of	of	of
people	peopl	people
rounded	round	rounded
up	up	up
in	in	in
these	these	these
detention	detent	detention
centres	centr	centre
.	.	.
