WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
National	nation	National
Security	secur	Security
Agency	agenc	Agency
collected	collect	collected
more	more	more
than	than	than
151	151	151
million	million	million
records	record	record
of	of	of
Americans	american	Americans
phone	phone	phone
calls	call	call
last	last	last
year	year	year
,	,	,
even	even	even
after	after	after
Congress	congress	Congress
limited	limit	limited
its	it	it
ability	abil	ability
to	to	to
collect	collect	collect
bulk	bulk	bulk
phone	phone	phone
records	record	record
,	,	,
according	accord	according
to	to	to
an	an	an
annual	annual	annual
report	report	report
issued	issu	issued
on	on	on
Tuesday	tuesday	Tuesday
by	by	by
the	the	the
top	top	top
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
officer	offic	officer
.	.	.
The	the	The
report	report	report
from	from	from
the	the	the
office	offic	office
of	of	of
Director	director	Director
of	of	of
National	nation	National
Intelligence	intellig	Intelligence
Dan	dan	Dan
Coats	coat	Coats
was	was	wa
the	the	the
first	first	first
measure	measur	measure
of	of	of
the	the	the
effects	effect	effect
of	of	of
the	the	the
2015	2015	2015
USA	usa	USA
Freedom	freedom	Freedom
Act	act	Act
,	,	,
which	which	which
limited	limit	limited
the	the	the
NSA	nsa	NSA
to	to	to
collecting	collect	collecting
phone	phone	phone
records	record	record
and	and	and
contacts	contact	contact
of	of	of
people	peopl	people
U	u	U
.	.	.
S	s	S
.	.	.
and	and	and
allied	alli	allied
intelligence	intellig	intelligence
agencies	agenc	agency
suspect	suspect	suspect
may	may	may
have	have	have
ties	tie	tie
to	to	to
terrorism	terror	terrorism
.	.	.
It	it	It
found	found	found
that	that	that
the	the	the
NSA	nsa	NSA
collected	collect	collected
the	the	the
151	151	151
million	million	million
records	record	record
even	even	even
though	though	though
it	it	it
had	had	had
warrants	warrant	warrant
from	from	from
the	the	the
secret	secret	secret
Foreign	foreign	Foreign
Intelligence	intellig	Intelligence
Surveillance	surveil	Surveillance
court	court	court
to	to	to
spy	spi	spy
on	on	on
only	onli	only
42	42	42
terrorism	terror	terrorism
suspects	suspect	suspect
in	in	in
2016	2016	2016
,	,	,
in	in	in
addition	addit	addition
to	to	to
a	a	a
handful	hand	handful
identified	identifi	identified
the	the	the
previous	previous	previous
year	year	year
.	.	.
The	the	The
NSA	nsa	NSA
has	has	ha
been	been	been
gathering	gather	gathering
a	a	a
vast	vast	vast
quantity	quantiti	quantity
of	of	of
telephone	telephon	telephone
metadata	metadata	metadata
,	,	,
records	record	record
of	of	of
callers	caller	caller
and	and	and
recipients	recipi	recipient
phone	phone	phone
numbers	number	number
and	and	and
the	the	the
times	time	time
and	and	and
durations	durat	duration
of	of	of
the	the	the
calls	call	call
-	-	-
but	but	but
not	not	not
their	their	their
content	content	content
-	-	-
since	sinc	since
the	the	the
September	septemb	September
11	11	11
,	,	,
2001	2001	2001
,	,	,
attacks	attack	attack
.	.	.
The	the	The
report	report	report
came	came	came
as	as	a
Congress	congress	Congress
faced	face	faced
a	a	a
decision	decis	decision
on	on	on
whether	whether	whether
to	to	to
reauthorize	reauthor	reauthorize
Section	section	Section
702	702	702
of	of	of
the	the	the
Foreign	foreign	Foreign
Intelligence	intellig	Intelligence
Surveillance	surveil	Surveillance
Act	act	Act
FISA	fisa	FISA
,	,	,
which	which	which
permits	permit	permit
the	the	the
NSA	nsa	NSA
to	to	to
collect	collect	collect
foreign	foreign	foreign
intelligence	intellig	intelligence
information	inform	information
on	on	on
non	non	non
-U	-u	-U
.	.	.
S	s	S
.	.	.
persons	person	person
outside	outsid	outside
the	the	the
United	unit	United
States	state	States
,	,	,
and	and	and
is	is	is
scheduled	schedul	scheduled
to	to	to
expire	expir	expire
at	at	at
the	the	the
end	end	end
of	of	of
this	this	this
year	year	year
.	.	.
Privacy	privaci	Privacy
advocates	advoc	advocate
have	have	have
argued	argu	argued
that	that	that
Section	section	Section
702	702	702
permits	permit	permit
the	the	the
NSA	nsa	NSA
to	to	to
spy	spi	spy
on	on	on
Internet	internet	Internet
and	and	and
telephone	telephon	telephone
communications	communic	communication
of	of	of
Americans	american	Americans
without	without	without
warrants	warrant	warrant
from	from	from
the	the	the
secret	secret	secret
Foreign	foreign	Foreign
Intelligence	intellig	Intelligence
Surveillance	surveil	Surveillance
Court	court	Court
,	,	,
and	and	and
that	that	that
foreign	foreign	foreign
intelligence	intellig	intelligence
could	could	could
be	be	be
used	use	used
for	for	for
domestic	domest	domestic
law	law	law
enforcement	enforc	enforcement
purposes	purpos	purpose
in	in	in
a	a	a
way	way	way
that	that	that
evades	evad	evades
traditional	tradit	traditional
legal	legal	legal
requirements	requir	requirement
.	.	.
The	the	The
report	report	report
said	said	said
that	that	that
on	on	on
one	one	one
occasion	occas	occasion
in	in	in
2016	2016	2016
,	,	,
the	the	the
FBI	fbi	FBI
obtained	obtain	obtained
information	inform	information
about	about	about
an	an	an
American	american	American
in	in	in
response	respons	response
to	to	to
a	a	a
search	search	search
of	of	of
Section	section	Section
702	702	702
data	data	data
intended	intend	intended
to	to	to
produce	produc	produce
evidence	evid	evidence
of	of	of
a	a	a
crime	crime	crime
not	not	not
related	relat	related
to	to	to
foreign	foreign	foreign
intelligence	intellig	intelligence
.	.	.
The	the	The
report	report	report
did	did	did
not	not	not
address	address	address
how	how	how
frequently	frequent	frequently
the	the	the
FBI	fbi	FBI
obtained	obtain	obtained
information	inform	information
about	about	about
Americans	american	Americans
while	while	while
investigating	investig	investigating
a	a	a
foreign	foreign	foreign
intelligence	intellig	intelligence
matter	matter	matter
,	,	,
however	howev	however
.	.	.
On	on	On
Friday	friday	Friday
,	,	,
the	the	the
NSA	nsa	NSA
said	said	said
it	it	it
had	had	had
stopped	stop	stopped
a	a	a
form	form	form
of	of	of
surveillance	surveil	surveillance
that	that	that
allowed	allow	allowed
it	it	it
to	to	to
collect	collect	collect
the	the	the
digital	digit	digital
communications	communic	communication
of	of	of
Americans	american	Americans
who	who	who
mentioned	mention	mentioned
a	a	a
foreign	foreign	foreign
intelligence	intellig	intelligence
target	target	target
in	in	in
their	their	their
messages	messag	message
without	without	without
a	a	a
warrant	warrant	warrant
.	.	.
The	the	The
new	new	new
report	report	report
also	also	also
came	came	came
amid	amid	amid
allegations	alleg	allegation
,	,	,
recently	recent	recently
repeated	repeat	repeated
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
,	,	,
that	that	that
former	former	former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
ordered	order	ordered
warrantless	warrantless	warrantless
surveillance	surveil	surveillance
of	of	of
his	his	his
communications	communic	communication
and	and	and
that	that	that
former	former	former
national	nation	national
security	secur	security
adviser	advis	adviser
Susan	susan	Susan
Rice	rice	Rice
asked	ask	asked
the	the	the
NSA	nsa	NSA
to	to	to
unmask	unmask	unmask
the	the	the
names	name	name
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
persons	person	person
caught	caught	caught
in	in	in
the	the	the
surveillance	surveil	surveillance
.	.	.
Both	both	Both
Republican	republican	Republican
and	and	and
Democratic	democrat	Democratic
members	member	member
of	of	of
the	the	the
congressional	congression	congressional
intelligence	intellig	intelligence
committees	committe	committee
have	have	have
said	said	said
that	that	that
so	so	so
far	far	far
they	they	they
have	have	have
found	found	found
no	no	no
evidence	evid	evidence
to	to	to
support	support	support
either	either	either
allegation	alleg	allegation
.	.	.
Officials	offici	Officials
on	on	on
Tuesday	tuesday	Tuesday
argued	argu	argued
that	that	that
the	the	the
151	151	151
million	million	million
records	record	record
collected	collect	collected
last	last	last
year	year	year
were	were	were
tiny	tini	tiny
compared	compar	compared
with	with	with
the	the	the
number	number	number
collected	collect	collected
under	under	under
procedures	procedur	procedure
that	that	that
were	were	were
stopped	stop	stopped
after	after	after
former	former	former
NSA	nsa	NSA
contractor	contractor	contractor
Edward	edward	Edward
Snowden	snowden	Snowden
revealed	reveal	revealed
the	the	the
surveillance	surveil	surveillance
program	program	program
in	in	in
2013	2013	2013
.	.	.
Because	becaus	Because
the	the	the
151	151	151
million	million	million
would	would	would
include	includ	include
multiple	multipl	multiple
calls	call	call
made	made	made
to	to	to
or	or	or
from	from	from
the	the	the
same	same	same
phone	phone	phone
numbers	number	number
,	,	,
the	the	the
number	number	number
of	of	of
people	peopl	people
whose	whose	whose
records	record	record
were	were	were
collected	collect	collected
also	also	also
would	would	would
be	be	be
much	much	much
smaller	smaller	smaller
,	,	,
the	the	the
officials	offici	official
said	said	said
.	.	.
They	they	They
said	said	said
they	they	they
had	had	had
no	no	no
breakdown	breakdown	breakdown
of	of	of
how	how	how
many	mani	many
individuals	individu	individual
phone	phone	phone
records	record	record
were	were	were
among	among	among
those	those	those
collected	collect	collected
.	.	.
In	in	In
all	all	all
,	,	,
according	accord	according
to	to	to
the	the	the
report	report	report
,	,	,
U	u	U
.	.	.
S	s	S
.	.	.
officials	offici	official
unmasked	unmask	unmasked
the	the	the
names	name	name
of	of	of
fewer	fewer	fewer
Americans	american	Americans
in	in	in
NSA	nsa	NSA
eavesdropping	eavesdrop	eavesdropping
reports	report	report
in	in	in
2016	2016	2016
than	than	than
they	they	they
did	did	did
the	the	the
previous	previous	previous
year	year	year
,	,	,
the	the	the
top	top	top
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
officer	offic	officer
reported	report	reported
on	on	on
Tuesday	tuesday	Tuesday
.	.	.
The	the	The
report	report	report
said	said	said
the	the	the
names	name	name
of	of	of
1	1	1
,	,	,
934	934	934
U	u	U
.	.	.
S	s	S
.	.	.
persons	person	person
were	were	were
unmasked	unmask	unmasked
last	last	last
year	year	year
in	in	in
response	respons	response
to	to	to
specific	specif	specific
requests	request	request
,	,	,
compared	compar	compared
with	with	with
2	2	2
,	,	,
232	232	232
in	in	in
2015	2015	2015
,	,	,
but	but	but
it	it	it
did	did	did
not	not	not
identify	identifi	identify
who	who	who
requested	request	requested
the	the	the
names	name	name
or	or	or
on	on	on
what	what	what
grounds	ground	ground
.	.	.
Officials	offici	Officials
said	said	said
in	in	in
the	the	the
report	report	report
that	that	that
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
agencies	agenc	agency
had	had	had
gone	gone	gone
out	out	out
of	of	of
their	their	their
way	way	way
to	to	to
make	make	make
public	public	public
more	more	more
information	inform	information
about	about	about
U	u	U
.	.	.
S	s	S
.	.	.
electronic	electron	electronic
eavesdropping	eavesdrop	eavesdropping
.	.	.
This	this	This
year	year	year
s	s	s
report	report	report
continues	continu	continues
our	our	our
trajectory	trajectori	trajectory
toward	toward	toward
greater	greater	greater
transparency	transpar	transparency
,	,	,
providing	provid	providing
additional	addit	additional
statistics	statist	statistic
beyond	beyond	beyond
what	what	what
is	is	is
required	requir	required
by	by	by
law	law	law
,	,	,
said	said	said
Office	offic	Office
of	of	of
the	the	the
Director	director	Director
of	of	of
National	nation	National
Intelligence	intellig	Intelligence
spokesman	spokesman	spokesman
Timothy	timothi	Timothy
Barrett	barrett	Barrett
.	.	.
