BEIJING	beij	BEIJING
WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
China	china	China
lodged	lodg	lodged
a	a	a
diplomatic	diplomat	diplomatic
protest	protest	protest
on	on	on
Saturday	saturday	Saturday
after	after	after
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
-elect	-elect	-elect
Donald	donald	Donald
Trump	trump	Trump
spoke	spoke	spoke
by	by	by
phone	phone	phone
with	with	with
President	presid	President
Tsai	tsai	Tsai
Ing	ing	Ing
-wen	-wen	-wen
of	of	of
Taiwan	taiwan	Taiwan
,	,	,
but	but	but
blamed	blame	blamed
the	the	the
self	self	self
-ruled	-rule	-ruled
island	island	island
Beijing	beij	Beijing
claims	claim	claim
as	as	a
its	it	it
own	own	own
for	for	for
the	the	the
petty	petti	petty
move	move	move
.	.	.
The	the	The
10	10	10
-minute	-minut	-minute
telephone	telephon	telephone
call	call	call
with	with	with
Taiwan	taiwan	Taiwan
s	s	s
leadership	leadership	leadership
was	was	wa
the	the	the
first	first	first
by	by	by
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
-elect	-elect	-elect
or	or	or
president	presid	president
since	sinc	since
President	presid	President
Jimmy	jimmi	Jimmy
Carter	carter	Carter
switched	switch	switched
diplomatic	diplomat	diplomatic
recognition	recognit	recognition
from	from	from
Taiwan	taiwan	Taiwan
to	to	to
China	china	China
in	in	in
1979	1979	1979
,	,	,
acknowledging	acknowledg	acknowledging
Taiwan	taiwan	Taiwan
as	as	a
part	part	part
of	of	of
one	one	one
China	china	China
.	.	.
China	china	China
s	s	s
Foreign	foreign	Foreign
Ministry	ministri	Ministry
said	said	said
it	it	it
had	had	had
lodged	lodg	lodged
stern	stern	stern
representations	represent	representation
with	with	with
what	what	what
it	it	it
called	call	called
the	the	the
relevant	relev	relevant
U	u	U
.	.	.
S	s	S
.	.	.
side	side	side
,	,	,
urging	urg	urging
the	the	the
careful	care	careful
handling	handl	handling
of	of	of
the	the	the
Taiwan	taiwan	Taiwan
issue	issu	issue
to	to	to
avoid	avoid	avoid
any	ani	any
unnecessary	unnecessari	unnecessary
disturbances	disturb	disturbance
in	in	in
ties	tie	tie
.	.	.
The	the	The
one	one	one
China	china	China
principle	principl	principle
is	is	is
the	the	the
political	polit	political
basis	basi	basis
of	of	of
the	the	the
China	china	China
-U	-u	-U
.	.	.
S	s	S
.	.	.
relationship	relationship	relationship
,	,	,
it	it	it
said	said	said
.	.	.
The	the	The
wording	word	wording
implied	impli	implied
the	the	the
protest	protest	protest
had	had	had
gone	gone	gone
to	to	to
the	the	the
Trump	trump	Trump
camp	camp	camp
,	,	,
but	but	but
the	the	the
ministry	ministri	ministry
provided	provid	provided
no	no	no
explanation	explan	explanation
.	.	.
Speaking	speak	Speaking
earlier	earlier	earlier
,	,	,
hours	hour	hour
after	after	after
Friday	friday	Friday
s	s	s
telephone	telephon	telephone
call	call	call
,	,	,
Chinese	chines	Chinese
Foreign	foreign	Foreign
Minister	minist	Minister
Wang	wang	Wang
Yi	yi	Yi
pointedly	point	pointedly
blamed	blame	blamed
Taiwan	taiwan	Taiwan
for	for	for
the	the	the
exchange	exchang	exchange
,	,	,
