CHICAGO	chicago	CHICAGO
Reuters	reuter	Reuters
-	-	-
The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
Republican	republican	Republican
tax	tax	tax
bill	bill	bill
released	releas	released
on	on	on
Thursday	thursday	Thursday
would	would	would
put	put	put
an	an	an
end	end	end
to	to	to
tax	tax	tax
-exempt	-exempt	-exempt
debt	debt	debt
issuance	issuanc	issuance
by	by	by
state	state	state
and	and	and
local	local	local
governments	govern	government
for	for	for
an	an	an
array	array	array
of	of	of
health	health	health
care	care	care
,	,	,
education	educ	education
,	,	,
and	and	and
economic	econom	economic
development	develop	development
financing	financ	financing
,	,	,
which	which	which
took	took	took
municipal	municip	municipal
market	market	market
participants	particip	participant
by	by	by
surprise	surpris	surprise
.	.	.

The	the	The
proposed	propos	proposed
elimination	elimin	elimination
of	of	of
low	low	low
-cost	-cost	-cost
funding	fund	funding
through	through	through
private	privat	private
activity	activ	activity
bonds	bond	bond
,	,	,
which	which	which
many	mani	many
in	in	in
the	the	the
3	3	3
.	.	.
8	8	8
trillion	trillion	trillion
U	u	U
.	.	.
S	s	S
.	.	.
municipal	municip	municipal
market	market	market
were	were	were
not	not	not
expecting	expect	expecting
,	,	,
would	would	would
raise	rais	raise
nearly	near	nearly
39	39	39
billion	billion	billion
for	for	for
the	the	the
federal	feder	federal
government	govern	government
over	over	over
the	the	the
next	next	next
nine	nine	nine
years	year	year
,	,	,
according	accord	according
to	to	to
a	a	a
summary	summari	summary
of	of	of
the	the	the
legislation	legisl	legislation
.	.	.

This	this	This
came	came	came
as	as	a
quite	quit	quite
a	a	a
shock	shock	shock
,	,	,
said	said	said
Barbara	barbara	Barbara
Thompson	thompson	Thompson
,	,	,
executive	execut	executive
director	director	director
of	of	of
the	the	the
National	nation	National
Council	council	Council
of	of	of
State	state	State
Housing	hous	Housing
Agencies	agenc	Agencies
,	,	,
noting	note	noting
that	that	that
there	there	there
had	had	had
been	been	been
assurances	assur	assurance
from	from	from
Congress	congress	Congress
that	that	that
private	privat	private
activity	activ	activity
bond	bond	bond
issuance	issuanc	issuance
would	would	would
be	be	be
retained	retain	retained
.	.	.

Thompson	thompson	Thompson
said	said	said
it	it	it
would	would	would
be	be	be
devastating	devast	devastating
for	for	for
the	the	the
country	countri	country
s	s	s
production	product	production
of	of	of
affordable	afford	affordable
housing	hous	housing
.	.	.

The	the	The
bill	bill	bill
will	will	will
increase	increas	increase
borrowing	borrow	borrowing
costs	cost	cost
and	and	and
harm	harm	harm
the	the	the
ability	abil	ability
of	of	of
state	state	state
and	and	and
local	local	local
governments	govern	government
to	to	to
build	build	build
and	and	and
to	to	to
maintain	maintain	maintain
the	the	the
infrastructure	infrastructur	infrastructure
,	,	,
needed	need	needed
for	for	for
critical	critic	critical
health	health	health
,	,	,
education	educ	education
,	,	,
ports	port	port
,	,	,
airports	airport	airport
,	,	,
and	and	and
low	low	low
-income	-incom	-income
housing	hous	housing
,	,	,
Sandy	sandi	Sandy
MacLennan	maclennan	MacLennan
,	,	,
president	presid	president
of	of	of
the	the	the
National	nation	National
Association	associ	Association
of	of	of
Bond	bond	Bond
Lawyers	lawyer	Lawyers
,	,	,
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

Non	non	Non
-profit	-profit	-profit
hospitals	hospit	hospital
,	,	,
which	which	which
are	are	are
major	major	major
issuers	issuer	issuer
of	of	of
tax	tax	tax
-free	-free	-free
bonds	bond	bond
to	to	to
fund	fund	fund
capital	capit	capital
projects	project	project
,	,	,
would	would	would
also	also	also
be	be	be
hit	hit	hit
.	.	.

For	for	For
many	mani	many
communities	communiti	community
,	,	,
tax	tax	tax
-exempt	-exempt	-exempt
financing	financ	financing
,	,	,
such	such	such
as	as	a
private	privat	private
activity	activ	activity
bonds	bond	bond
,	,	,
has	has	ha
been	been	been
a	a	a
key	key	key
to	to	to
maintaining	maintain	maintaining
vital	vital	vital
hospital	hospit	hospital
services	servic	service
,	,	,
Tom	tom	Tom
Nickels	nickel	Nickels
,	,	,
executive	execut	executive
vice	vice	vice
president	presid	president
of	of	of
the	the	the
American	american	American
Hospital	hospit	Hospital
Association	associ	Association
,	,	,
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

If	if	If
hospital	hospit	hospital
access	access	access
to	to	to
tax	tax	tax
-exempt	-exempt	-exempt
financing	financ	financing
is	is	is
limited	limit	limited
or	or	or
eliminated	elimin	eliminated
,	,	,
hospitals	hospit	hospital
ability	abil	ability
to	to	to
make	make	make
investments	invest	investment
in	in	in
new	new	new
technologies	technolog	technology
and	and	and
renovations	renov	renovation
in	in	in
the	the	the
future	futur	future
will	will	will
be	be	be
challenged	challeng	challenged
.	.	.
Also	also	Also
on	on	on
the	the	the
chopping	chop	chopping
block	block	block
are	are	are
advance	advanc	advance
refunding	refund	refunding
bonds	bond	bond
,	,	,
which	which	which
issuers	issuer	issuer
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
municipal	municip	municipal
bond	bond	bond
market	market	market
use	use	use
to	to	to
take	take	take
advantage	advantag	advantage
of	of	of
lower	lower	lower
interest	interest	interest
rates	rate	rate
before	befor	before
outstanding	outstand	outstanding
bonds	bond	bond
can	can	can
be	be	be
called	call	called
.	.	.

Current	current	Current
-law	-law	-law
advance	advanc	advance
refunding	refund	refunding
bonds	bond	bond
provide	provid	provide
state	state	state
and	and	and
local	local	local
governments	govern	government
with	with	with
incentives	incent	incentive
to	to	to
issue	issu	issue
two	two	two
sets	set	set
of	of	of
federally	feder	federally
subsidized	subsid	subsidized
debt	debt	debt
to	to	to
finance	financ	finance
the	the	the
same	same	same
activity	activ	activity
,	,	,
the	the	the
House	hous	House
bill	bill	bill
s	s	s
summary	summari	summary
stated	state	stated
.	.	.

Tax	tax	Tax
-credit	-credit	-credit
bonds	bond	bond
,	,	,
which	which	which
never	never	never
really	realli	really
caught	caught	caught
on	on	on
with	with	with
investors	investor	investor
,	,	,
would	would	would
be	be	be
repealed	repeal	repealed
but	but	but
federal	feder	federal
tax	tax	tax
credits	credit	credit
for	for	for
existing	exist	existing
bonds	bond	bond
would	would	would
remain	remain	remain
in	in	in
place	place	place
.	.	.

Bonds	bond	Bonds
issued	issu	issued
for	for	for
professional	profession	professional
sports	sport	sport
facilities	facil	facility
would	would	would
be	be	be
subject	subject	subject
to	to	to
federal	feder	federal
taxation	taxat	taxation
under	under	under
the	the	the
bill	bill	bill
.	.	.

The	the	The
Alternative	altern	Alternative
Minimum	minimum	Minimum
Tax	tax	Tax
would	would	would
end	end	end
under	under	under
the	the	the
legislation	legisl	legislation
.	.	.

That	that	That
tax	tax	tax
is	is	is
applied	appli	applied
to	to	to
earnings	earn	earnings
from	from	from
a	a	a
small	small	small
percentage	percentag	percentage
of	of	of
muni	muni	muni
bonds	bond	bond
sold	sold	sold
by	by	by
issuers	issuer	issuer
such	such	such
as	as	a
airports	airport	airport
and	and	and
housing	hous	housing
authorities	author	authority
that	that	that
have	have	have
substantial	substanti	substantial
private	privat	private
-activity	-activ	-activity
components	compon	component
in	in	in
their	their	their
deals	deal	deal
.	.	.

The	the	The
proposals	propos	proposal
are	are	are
not	not	not
a	a	a
sure	sure	sure
thing	thing	thing
.	.	.

The	the	The
bill	bill	bill
has	has	ha
a	a	a
long	long	long
legislative	legisl	legislative
process	process	process
ahead	ahead	ahead
with	with	with
changes	chang	change
expected	expect	expected
before	befor	before
it	it	it
could	could	could
be	be	be
voted	vote	voted
into	into	into
law	law	law
.	.	.

Bill	bill	Bill
Gale	gale	Gale
,	,	,
co	co	co
-director	-director	-director
of	of	of
the	the	the
Urban	urban	Urban
-Brookings	-brook	-Brookings
Tax	tax	Tax
Policy	polici	Policy
Center	center	Center
,	,	,
said	said	said
the	the	the
likelihood	likelihood	likelihood
of	of	of
the	the	the
final	final	final
bill	bill	bill
including	includ	including
the	the	the
elimination	elimin	elimination
of	of	of
private	privat	private
activity	activ	activity
bonds	bond	bond
was	was	wa
not	not	not
high	high	high
.	.	.
It	it	It
is	is	is
hard	hard	hard
to	to	to
get	get	get
support	support	support
.	.	.

There	there	There
are	are	are
an	an	an
enormous	enorm	enormous
number	number	number
of	of	of
revenue	revenu	revenue
raisers	raiser	raiser
in	in	in
here	here	here
and	and	and
every	everi	every
one	one	one
of	of	of
them	them	them
is	is	is
politically	polit	politically
going	go	going
to	to	to
be	be	be
hard	hard	hard
,	,	,
Gale	gale	Gale
said	said	said
.	.	.

