WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
The	the	The
White	white	White
House	hous	House
will	will	will
send	send	send
federal	feder	federal
departments	depart	department
a	a	a
budget	budget	budget
proposal	propos	proposal
on	on	on
Monday	monday	Monday
containing	contain	containing
the	the	the
defense	defens	defense
spending	spend	spending
increase	increas	increase
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
promised	promis	promised
,	,	,
financed	financ	financed
partly	part	partly
by	by	by
cuts	cut	cut
to	to	to
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
State	state	State
Department	depart	Department
,	,	,
Environmental	environment	Environmental
Protection	protect	Protection
Agency	agenc	Agency
and	and	and
other	other	other
non	non	non
-defense	-defens	-defense
programs	program	program
,	,	,
two	two	two
officials	offici	official
familiar	familiar	familiar
with	with	with
the	the	the
proposal	propos	proposal
said	said	said
.	.	.
One	one	One
of	of	of
the	the	the
officials	offici	official
said	said	said
Trump	trump	Trump
s	s	s
request	request	request
for	for	for
the	the	the
Pentagon	pentagon	Pentagon
included	includ	included
more	more	more
money	money	money
for	for	for
shipbuilding	shipbuild	shipbuilding
,	,	,
military	militari	military
aircraft	aircraft	aircraft
and	and	and
establishing	establish	establishing
a	a	a
more	more	more
robust	robust	robust
presence	presenc	presence
in	in	in
key	key	key
international	intern	international
waterways	waterway	waterway
and	and	and
chokepoints	chokepoint	chokepoint
such	such	such
as	as	a
the	the	the
Strait	strait	Strait
of	of	of
Hormuz	hormuz	Hormuz
and	and	and
South	south	South
China	china	China
Sea	sea	Sea
.	.	.
A	a	A
second	second	second
official	offici	official
said	said	said
the	the	the
State	state	State
Department	depart	Department
s	s	s
budget	budget	budget
could	could	could
be	be	be
cut	cut	cut
by	by	by
as	as	a
much	much	much
as	as	a
30	30	30
percent	percent	percent
,	,	,
which	which	which
would	would	would
force	forc	force
a	a	a
major	major	major
restructuring	restructur	restructuring
of	of	of
the	the	the
department	depart	department
and	and	and
elimination	elimin	elimination
of	of	of
programs	program	program
.	.	.
The	the	The
officials	offici	official
requested	request	requested
anonymity	anonym	anonymity
because	becaus	because
the	the	the
draft	draft	draft
budget	budget	budget
had	had	had
not	not	not
been	been	been
made	made	made
public	public	public
yet	yet	yet
.	.	.
Trump	trump	Trump
,	,	,
in	in	in
a	a	a
speech	speech	speech
to	to	to
conservative	conserv	conservative
activists	activist	activist
on	on	on
Friday	friday	Friday
,	,	,
promised	promis	promised
one	one	one
of	of	of
the	the	the
greatest	greatest	greatest
military	militari	military
buildups	buildup	buildup
in	in	in
American	american	American
history	histori	history
.	.	.
Some	some	Some
defense	defens	defense
experts	expert	expert
have	have	have
questioned	question	questioned
the	the	the
need	need	need
for	for	for
a	a	a
large	larg	large
increase	increas	increase
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
spending	spend	spending
,	,	,
which	which	which
already	alreadi	already
stands	stand	stand
at	at	at
roughly	rough	roughly
600	600	600
billion	billion	billion
annually	annual	annually
.	.	.
By	by	By
contrast	contrast	contrast
,	,	,
the	the	the
United	unit	United
States	state	States
spends	spend	spends
about	about	about
50	50	50
billion	billion	billion
annually	annual	annually
on	on	on
the	the	the
State	state	State
Department	depart	Department
and	and	and
foreign	foreign	foreign
assistance	assist	assistance
.	.	.
The	the	The
amounts	amount	amount
that	that	that
Trump	trump	Trump
is	is	is
proposing	propos	proposing
to	to	to
add	add	add
to	to	to
the	the	the
Pentagon	pentagon	Pentagon
budget	budget	budget
and	and	and
trim	trim	trim
elsewhere	elsewher	elsewhere
are	are	are
not	not	not
yet	yet	yet
publicly	public	publicly
known	known	known
.	.	.
John	john	John
Czwartacki	czwartacki	Czwartacki
,	,	,
a	a	a
spokesman	spokesman	spokesman
for	for	for
the	the	the
White	white	White
House	hous	House
s	s	s
Office	offic	Office
of	of	of
Management	manag	Management
and	and	and
Budget	budget	Budget
,	,	,
said	said	said
the	the	the
budget	budget	budget
blueprint	blueprint	blueprint
would	would	would
be	be	be
released	releas	released
in	in	in
mid	mid	mid
-March	-march	-March
.	.	.
It	it	It
would	would	would
be	be	be
premature	prematur	premature
for	for	for
us	us	u
to	to	to
comment	comment	comment
-	-	-
or	or	or
anyone	anyon	anyone
to	to	to
report	report	report
-	-	-
on	on	on
the	the	the
specifics	specif	specific
of	of	of
this	this	this
internal	intern	internal
discussion	discuss	discussion
before	befor	before
its	it	it
publication	public	publication
,	,	,
he	he	he
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.
The	the	The
budget	budget	budget
plans	plan	plan
that	that	that
the	the	the
White	white	White
House	hous	House
is	is	is
expected	expect	expected
to	to	to
send	send	send
to	to	to
departments	depart	department
and	and	and
agencies	agenc	agency
on	on	on
Monday	monday	Monday
are	are	are
just	just	just
one	one	one
stage	stage	stage
in	in	in
a	a	a
lengthy	lengthi	lengthy
process	process	process
.	.	.
The	the	The
agencies	agenc	agency
can	can	can
argue	argu	argue
for	for	for
more	more	more
funding	fund	funding
,	,	,
and	and	and
final	final	final
spending	spend	spending
plans	plan	plan
must	must	must
be	be	be
approved	approv	approved
by	by	by
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Congress	congress	Congress
.	.	.
Trump	trump	Trump
s	s	s
budget	budget	budget
assumes	assum	assumes
annual	annual	annual
economic	econom	economic
growth	growth	growth
of	of	of
2	2	2
.	.	.
4	4	4
percent	percent	percent
,	,	,
the	the	the
second	second	second
official	offici	official
said	said	said
.	.	.
While	while	While
campaigning	campaign	campaigning
for	for	for
the	the	the
presidency	presid	presidency
last	last	last
year	year	year
,	,	,
Trump	trump	Trump
called	call	called
for	for	for
a	a	a
national	nation	national
goal	goal	goal
of	of	of
4	4	4
percent	percent	percent
economic	econom	economic
growth	growth	growth
.	.	.
Treasury	treasuri	Treasury
Secretary	secretari	Secretary
Steven	steven	Steven
Mnuchin	mnuchin	Mnuchin
,	,	,
speaking	speak	speaking
on	on	on
Fox	fox	Fox
News	news	News
earlier	earlier	earlier
on	on	on
Sunday	sunday	Sunday
,	,	,
said	said	said
Trump	trump	Trump
s	s	s
budget	budget	budget
would	would	would
not	not	not
seek	seek	seek
cuts	cut	cut
in	in	in
federal	feder	federal
social	social	social
programs	program	program
such	such	such
as	as	a
Social	social	Social
Security	secur	Security
and	and	and
Medicare	medicar	Medicare
.	.	.
