SEOUL	seoul	SEOUL
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
Defense	defens	Defense
Secretary	secretari	Secretary
Jim	jim	Jim
Mattis	matti	Mattis
said	said	said
on	on	on
Saturday	saturday	Saturday
that	that	that
he	he	he
could	could	could
not	not	not
imagine	imagin	imagine
United	unit	United
States	state	States
ever	ever	ever
accepting	accept	accepting
a	a	a
nuclear	nuclear	nuclear
North	north	North
Korea	korea	Korea
,	,	,
warning	warn	warning
that	that	that
its	it	it
rapidly	rapid	rapidly
advancing	advanc	advancing
nuclear	nuclear	nuclear
and	and	and
missile	missil	missile
programs	program	program
would	would	would
undermine	undermin	undermine
,	,	,
not	not	not
strengthen	strengthen	strengthen
,	,	,
its	it	it
security	secur	security
.	.	.
Mattis	matti	Mattis
has	has	ha
been	been	been
at	at	at
pains	pain	pain
during	dure	during
his	his	his
week	week	week
-long	-long	-long
trip	trip	trip
to	to	to
Asia	asia	Asia
to	to	to
stress	stress	stress
that	that	that
diplomacy	diplomaci	diplomacy
is	is	is
America	america	America
s	s	s
preferred	prefer	preferred
course	cours	course
,	,	,
a	a	a
message	messag	message
he	he	he
returned	return	returned
to	to	to
after	after	after
top	top	top
-level	-level	-level
military	militari	military
talks	talk	talk
in	in	in
Seoul	seoul	Seoul
on	on	on
Saturday	saturday	Saturday
and	and	and
at	at	at
the	the	the
tense	tens	tense
border	border	border
area	area	area
with	with	with
North	north	North
Korea	korea	Korea
on	on	on
Friday	friday	Friday
.	.	.
Still	still	Still
,	,	,
he	he	he
warned	warn	warned
Pyongyang	pyongyang	Pyongyang
that	that	that
its	it	it
military	militari	military
was	was	wa
no	no	no
match	match	match
for	for	for
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-South	-south	-South
Korean	korean	Korean
alliance	allianc	alliance
,	,	,
and	and	and
that	that	that
diplomacy	diplomaci	diplomacy
was	was	wa
most	most	most
effective	effect	effective
when	when	when
backed	back	backed
by	by	by
credible	credibl	credible
military	militari	military
force	forc	force
.	.	.
Make	make	Make
no	no	no
mistake	mistak	mistake
-	-	-
any	ani	any
attack	attack	attack
on	on	on
the	the	the
United	unit	United
States	state	States
,	,	,
or	or	or
our	our	our
allies	alli	ally
,	,	,
will	will	will
be	be	be
defeated	defeat	defeated
.	.	.
And	and	And
any	ani	any
use	use	use
of	of	of
nuclear	nuclear	nuclear
weapons	weapon	weapon
by	by	by
the	the	the
North	north	North
will	will	will
be	be	be
met	met	met
with	with	with
a	a	a
massive	massiv	massive
military	militari	military
response	respons	response
that	that	that
is	is	is
both	both	both
effective	effect	effective
and	and	and
overwhelming	overwhelm	overwhelming
,	,	,
Mattis	matti	Mattis
said	said	said
.	.	.
Mattis	matti	Mattis
s	s	s
South	south	South
Korean	korean	Korean
counterpart	counterpart	counterpart
,	,	,
Defense	defens	Defense
Minister	minist	Minister
Song	song	Song
Young	young	Young
-moo	-moo	-moo
,	,	,
dismissed	dismiss	dismissed
the	the	the
idea	idea	idea
of	of	of
deploying	deploy	deploying
tactical	tactic	tactical
nuclear	nuclear	nuclear
weapons	weapon	weapon
to	to	to
the	the	the
peninsula	peninsula	peninsula
as	as	a
a	a	a
response	respons	response
to	to	to
the	the	the
North	north	North
s	s	s
advances	advanc	advance
.	.	.
But	but	But
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-Korean	-korean	-Korean
alliance	allianc	alliance
had	had	had
the	the	the
ability	abil	ability
to	to	to
respond	respond	respond
,	,	,
even	even	even
in	in	in
the	the	the
event	event	event
of	of	of
a	a	a
nuclear	nuclear	nuclear
attack	attack	attack
from	from	from
the	the	the
North	north	North
,	,	,
Song	song	Song
added	ad	added
.	.	.
Tension	tension	Tension
between	between	between
North	north	North
Korea	korea	Korea
and	and	and
the	the	the
United	unit	United
States	state	States
has	has	ha
been	been	been
building	build	building
after	after	after
a	a	a
series	seri	series
of	of	of
nuclear	nuclear	nuclear
and	and	and
missile	missil	missile
tests	test	test
by	by	by
Pyongyang	pyongyang	Pyongyang
and	and	and
bellicose	bellicos	bellicose
verbal	verbal	verbal
exchanges	exchang	exchange
between	between	between
North	north	North
Korean	korean	Korean
leader	leader	leader
Kim	kim	Kim
Jong	jong	Jong
Un	un	Un
and	and	and
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
.	.	.
The	the	The
CIA	cia	CIA
has	has	ha
said	said	said
North	north	North
Korea	korea	Korea
could	could	could
be	be	be
only	onli	only
months	month	month
away	away	away
from	from	from
developing	develop	developing
the	the	the
ability	abil	ability
to	to	to
hit	hit	hit
the	the	the
United	unit	United
States	state	States
with	with	with
nuclear	nuclear	nuclear
weapons	weapon	weapon
,	,	,
a	a	a
scenario	scenario	scenario
Trump	trump	Trump
has	has	ha
vowed	vow	vowed
to	to	to
prevent	prevent	prevent
.	.	.
Mattis	matti	Mattis
,	,	,
too	too	too
,	,	,
said	said	said
Kim	kim	Kim
s	s	s
behavior	behavior	behavior
had	had	had
left	left	left
no	no	no
room	room	room
to	to	to
imagine	imagin	imagine
accepting	accept	accepting
Pyongyang	pyongyang	Pyongyang
s	s	s
nuclear	nuclear	nuclear
status	status	status
.	.	.
I	i	I
cannot	cannot	cannot
imagine	imagin	imagine
a	a	a
condition	condit	condition
under	under	under
which	which	which
the	the	the
United	unit	United
States	state	States
can	can	can
accept	accept	accept
North	north	North
Korea	korea	Korea
as	as	a
a	a	a
nuclear	nuclear	nuclear
power	power	power
,	,	,
Mattis	matti	Mattis
told	told	told
a	a	a
news	news	news
conference	confer	conference
.	.	.
Trump	trump	Trump
-	-	-
who	who	who
has	has	ha
threatened	threaten	threatened
to	to	to
destroy	destroy	destroy
the	the	the
North	north	North
if	if	if
necessary	necessari	necessary
-	-	-
leaves	leav	leaf
on	on	on
his	his	his
first	first	first
trip	trip	trip
as	as	a
president	presid	president
to	to	to
Asia	asia	Asia
next	next	next
week	week	week
,	,	,
including	includ	including
a	a	a
stop	stop	stop
in	in	in
South	south	South
Korea	korea	Korea
to	to	to
meet	meet	meet
President	presid	President
Moon	moon	Moon
Jae	jae	Jae
-in	-in	-in
.	.	.
Moon	moon	Moon
,	,	,
after	after	after
talks	talk	talk
with	with	with
Mattis	matti	Mattis
on	on	on
Friday	friday	Friday
,	,	,
said	said	said
the	the	the
aggressive	aggress	aggressive
deployment	deploy	deployment
of	of	of
U	u	U
.	.	.
S	s	S
.	.	.
strategic	strateg	strategic
assets	asset	asset
in	in	in
the	the	the
region	region	region
,	,	,
which	which	which
have	have	have
included	includ	included
overflights	overflight	overflight
by	by	by
U	u	U
.	.	.
S	s	S
.	.	.
bombers	bomber	bomber
,	,	,
had	had	had
been	been	been
effective	effect	effective
in	in	in
deterring	deter	deterring
the	the	the
North	north	North
Korean	korean	Korean
threat	threat	threat
.	.	.
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
experts	expert	expert
say	say	say
Pyongyang	pyongyang	Pyongyang
believes	believ	belief
it	it	it
needs	need	need
the	the	the
nuclear	nuclear	nuclear
weapons	weapon	weapon
to	to	to
ensure	ensur	ensure
its	it	it
survival	surviv	survival
and	and	and
have	have	have
been	been	been
skeptical	skeptic	skeptical
about	about	about
diplomatic	diplomat	diplomatic
efforts	effort	effort
,	,	,
focusing	focus	focusing
on	on	on
sanctions	sanction	sanction
,	,	,
to	to	to
get	get	get
Pyongyang	pyongyang	Pyongyang
to	to	to
denuclearize	denuclear	denuclearize
.	.	.
Mattis	matti	Mattis
suggested	suggest	suggested
,	,	,
however	howev	however
,	,	,
that	that	that
Pyongyang	pyongyang	Pyongyang
needed	need	needed
to	to	to
understand	understand	understand
that	that	that
its	it	it
weapons	weapon	weapon
programs	program	program
would	would	would
not	not	not
strengthen	strengthen	strengthen
its	it	it
defenses	defens	defense
.	.	.
The	the	The
North	north	North
says	say	say
it	it	it
wants	want	want
a	a	a
nuclear	nuclear	nuclear
-tipped	-tip	-tipped
missile	missil	missile
capable	capabl	capable
of	of	of
reaching	reach	reaching
the	the	the
United	unit	United
States	state	States
.	.	.
If	if	If
it	it	it
remains	remain	remains
on	on	on
its	it	it
current	current	current
path	path	path
of	of	of
ballistic	ballist	ballistic
missiles	missil	missile
and	and	and
atomic	atom	atomic
bombs	bomb	bomb
,	,	,
it	it	it
will	will	will
be	be	be
counter	counter	counter
-productive	-product	-productive
,	,	,
Mattis	matti	Mattis
said	said	said
,	,	,
adding	ad	adding
North	north	North
Korea	korea	Korea
would	would	would
be	be	be
reducing	reduc	reducing
its	it	it
security	secur	security
.	.	.
Still	still	Still
,	,	,
any	ani	any
attempt	attempt	attempt
to	to	to
force	forc	force
the	the	the
North	north	North
to	to	to
denuclearize	denuclear	denuclearize
could	could	could
have	have	have
devastating	devast	devastating
consequences	consequ	consequence
,	,	,
thanks	thank	thanks
in	in	in
part	part	part
to	to	to
the	the	the
large	larg	large
amount	amount	amount
of	of	of
artillery	artilleri	artillery
trained	train	trained
on	on	on
Seoul	seoul	Seoul
.	.	.
During	dure	During
Mattis	matti	Mattis
trip	trip	trip
to	to	to
the	the	the
inter	inter	inter
-Korean	-korean	-Korean
Demilitarized	demilitar	Demilitarized
Zone	zone	Zone
DMZ	dmz	DMZ
on	on	on
Friday	friday	Friday
,	,	,
he	he	he
was	was	wa
briefed	brief	briefed
on	on	on
the	the	the
posture	postur	posture
of	of	of
North	north	North
Korean	korean	Korean
artillery	artilleri	artillery
.	.	.
Defense	defens	Defense
Minister	minist	Minister
Song	song	Song
suggested	suggest	suggested
that	that	that
U	u	U
.	.	.
S	s	S
.	.	.
and	and	and
South	south	South
Korean	korean	Korean
missile	missil	missile
defenses	defens	defense
simply	simpli	simply
could	could	could
not	not	not
stop	stop	stop
all	all	all
of	of	of
the	the	the
weapons	weapon	weapon
trained	train	trained
on	on	on
the	the	the
South	south	South
.	.	.
Defending	defend	Defending
against	against	against
this	this	this
many	mani	many
LRAs	lras	LRAs
long	long	long
-range	-rang	-range
artillery	artilleri	artillery
is	is	is
infeasible	infeas	infeasible
in	in	in
my	my	my
opinion	opinion	opinion
,	,	,
Song	song	Song
told	told	told
Mattis	matti	Mattis
at	at	at
the	the	the
DMZ	dmz	DMZ
,	,	,
citing	cite	citing
a	a	a
need	need	need
for	for	for
strategies	strategi	strategy
to	to	to
offensively	offens	offensively
neutralize	neutral	neutralize
the	the	the
artillery	artilleri	artillery
in	in	in
the	the	the
event	event	event
of	of	of
a	a	a
conflict	conflict	conflict
.	.	.
Mattis	matti	Mattis
replied	repli	replied
Understood	understood	Understood
.	.	.
Still	still	Still
,	,	,
Mattis	matti	Mattis
reaffirmed	reaffirm	reaffirmed
to	to	to
reporters	report	reporter
in	in	in
South	south	South
Korea	korea	Korea
that	that	that
military	militari	military
options	option	option
do	do	do
exist	exist	exist
to	to	to
deal	deal	deal
with	with	with
the	the	the
North	north	North
Korean	korean	Korean
threat	threat	threat
that	that	that
spare	spare	spare
the	the	the
South	south	South
s	s	s
capital	capit	capital
,	,	,
Seoul	seoul	Seoul
.	.	.
Mattis	matti	Mattis
,	,	,
who	who	who
has	has	ha
made	made	made
such	such	such
assurances	assur	assurance
in	in	in
the	the	the
past	past	past
,	,	,
did	did	did
not	not	not
disclose	disclos	disclose
what	what	what
those	those	those
options	option	option
were	were	were
.	.	.
