WASHINGTON	washington	WASHINGTON
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
Vice	vice	Vice
President	presid	President
Mike	mike	Mike
Pence	penc	Pence
on	on	on
Friday	friday	Friday
said	said	said
there	there	there
was	was	wa
no	no	no
comparison	comparison	comparison
whatsoever	whatsoev	whatsoever
between	between	between
his	his	his
use	use	use
of	of	of
a	a	a
private	privat	private
email	email	email
account	account	account
for	for	for
state	state	state
business	busi	business
while	while	while
he	he	he
was	was	wa
governor	governor	governor
of	of	of
Indiana	indiana	Indiana
and	and	and
the	the	the
email	email	email
woes	woe	woe
of	of	of
former	former	former
Secretary	secretari	Secretary
of	of	of
State	state	State
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.

Clinton	clinton	Clinton
s	s	s
use	use	use
of	of	of
a	a	a
private	privat	private
email	email	email
server	server	server
during	dure	during
her	her	her
time	time	time
in	in	in
government	govern	government
became	becam	became
a	a	a
major	major	major
point	point	point
of	of	of
criticism	critic	criticism
against	against	against
her	her	her
as	as	a
the	the	the
Democratic	democrat	Democratic
nominee	nomine	nominee
during	dure	during
the	the	the
2016	2016	2016
presidential	presidenti	presidential
election	elect	election
by	by	by
Pence	penc	Pence
,	,	,
the	the	the
running	run	running
mate	mate	mate
of	of	of
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
,	,	,
and	and	and
others	other	others
involved	involv	involved
in	in	in
the	the	the
Republican	republican	Republican
campaign	campaign	campaign
.	.	.

There	there	There
s	s	s
no	no	no
comparison	comparison	comparison
whatsoever	whatsoev	whatsoever
between	between	between
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
practice	practic	practice
,	,	,
having	have	having
a	a	a
private	privat	private
server	server	server
that	that	that
was	was	wa
handling	handl	handling
classified	classifi	classified
information	inform	information
,	,	,
destroying	destroy	destroying
emails	email	email
that	that	that
were	were	were
requested	request	requested
by	by	by
the	the	the
Congress	congress	Congress
and	and	and
by	by	by
officials	offici	official
,	,	,
Pence	penc	Pence
told	told	told
reporters	report	reporter
on	on	on
the	the	the
sidelines	sidelin	sideline
of	of	of
an	an	an
event	event	event
in	in	in
Wisconsin	wisconsin	Wisconsin
.	.	.

Pence	penc	Pence
s	s	s
use	use	use
of	of	of
an	an	an
AOL	aol	AOL
email	email	email
account	account	account
was	was	wa
first	first	first
reported	report	reported
by	by	by
the	the	the
Indianapolis	indianapoli	Indianapolis
Star	star	Star
on	on	on
Thursday	thursday	Thursday
.	.	.

The	the	The
newspaper	newspap	newspaper
said	said	said
Pence	penc	Pence
used	use	used
the	the	the
account	account	account
at	at	at
times	time	time
to	to	to
discuss	discuss	discus
sensitive	sensit	sensitive
matters	matter	matter
and	and	and
homeland	homeland	homeland
security	secur	security
issues	issu	issue
.	.	.

The	the	The
account	account	account
was	was	wa
hacked	hack	hacked
last	last	last
summer	summer	summer
,	,	,
the	the	the
newspaper	newspap	newspaper
reported	report	reported
.	.	.

Pence	penc	Pence
said	said	said
he	he	he
complied	compli	complied
with	with	with
Indiana	indiana	Indiana
laws	law	law
in	in	in
his	his	his
use	use	use
of	of	of
the	the	the
email	email	email
account	account	account
,	,	,
and	and	and
he	he	he
had	had	had
an	an	an
outside	outsid	outside
attorney	attorney	attorney
review	review	review
his	his	his
private	privat	private
email	email	email
records	record	record
and	and	and
archive	archiv	archive
those	those	those
related	relat	related
to	to	to
state	state	state
business	busi	business
.	.	.

During	dure	During
the	the	the
campaign	campaign	campaign
,	,	,
Trump	trump	Trump
and	and	and
Pence	penc	Pence
said	said	said
Clinton	clinton	Clinton
s	s	s
use	use	use
of	of	of
a	a	a
private	privat	private
server	server	server
broke	broke	broke
the	the	the
law	law	law
and	and	and
endangered	endang	endangered
national	nation	national
security	secur	security
-	-	-
complaints	complaint	complaint
that	that	that
led	led	led
their	their	their
supporters	support	supporter
to	to	to
chant	chant	chant
Lock	lock	Lock
her	her	her
up	up	up
!	!	!
at	at	at
rallies	ralli	rally
.	.	.

The	the	The
State	state	State
Department	depart	Department
s	s	s
internal	intern	internal
watchdog	watchdog	watchdog
said	said	said
Clinton	clinton	Clinton
s	s	s
use	use	use
of	of	of
a	a	a
private	privat	private
server	server	server
broke	broke	broke
department	depart	department
rules	rule	rule
.	.	.

The	the	The
FBI	fbi	FBI
reviewed	review	reviewed
her	her	her
emails	email	email
for	for	for
classified	classifi	classified
material	materi	material
,	,	,
but	but	but
it	it	it
found	found	found
that	that	that
no	no	no
criminal	crimin	criminal
charges	charg	charge
were	were	were
warranted	warrant	warranted
.	.	.

FBI	fbi	FBI
Director	director	Director
James	jame	James
Comey	comey	Comey
,	,	,
however	howev	however
,	,	,
said	said	said
Clinton	clinton	Clinton
and	and	and
her	her	her
colleagues	colleagu	colleague
were	were	were
careless	careless	careless
with	with	with
classified	classifi	classified
information	inform	information
.	.	.

Clinton	clinton	Clinton
s	s	s
staff	staff	staff
turned	turn	turned
over	over	over
thousands	thousand	thousand
of	of	of
emails	email	email
to	to	to
the	the	the
State	state	State
Department	depart	Department
in	in	in
late	late	late
2014	2014	2014
.	.	.

Her	her	Her
team	team	team
said	said	said
emails	email	email
that	that	that
were	were	were
not	not	not
related	relat	related
to	to	to
government	govern	government
work	work	work
were	were	were
deleted	delet	deleted
,	,	,
although	although	although
they	they	they
said	said	said
that	that	that
direction	direct	direction
was	was	wa
given	given	given
before	befor	before
lawmakers	lawmak	lawmaker
issued	issu	issued
a	a	a
subpoena	subpoena	subpoena
for	for	for
them	them	them
.	.	.

A	a	A
White	white	White
House	hous	House
spokeswoman	spokeswoman	spokeswoman
said	said	said
Pence	penc	Pence
was	was	wa
not	not	not
subject	subject	subject
to	to	to
federal	feder	federal
laws	law	law
as	as	a
governor	governor	governor
,	,	,
unlike	unlik	unlike
Clinton	clinton	Clinton
,	,	,
and	and	and
did	did	did
not	not	not
handle	handl	handle
classified	classifi	classified
information	inform	information
.	.	.

There	there	There
s	s	s
light	light	light
years	year	year
of	of	of
difference	differ	difference
between	between	between
the	the	the
use	use	use
of	of	of
private	privat	private
email	email	email
by	by	by
Pence	penc	Pence
and	and	and
Clinton	clinton	Clinton
,	,	,
White	white	White
House	hous	House
spokeswoman	spokeswoman	spokeswoman
Sarah	sarah	Sarah
Sanders	sander	Sanders
told	told	told
reporters	report	reporter
.	.	.

