Token	Stem	Lemma
VIENNA	vienna	VIENNA
Reuters	reuter	Reuters
Austria	austria	Austria
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
it	it	it
had	had	had
some	some	some
evidence	evid	evidence
that	that	that
nine	nine	nine
foreign	foreign	foreign
oilfield	oilfield	oilfield
workers	worker	worker
abducted	abduct	abducted
by	by	by
Islamist	islamist	Islamist
militants	milit	militant
in	in	in
Libya	libya	Libya
in	in	in
2015	2015	2015
were	were	were
killed	kill	killed
the	the	the
same	same	same
year	year	year
though	though	though
it	it	it
was	was	wa
still	still	still
trying	tri	trying
to	to	to
verify	verifi	verify
the	the	the
information	inform	information
The	the	The
four	four	four
Filipinos	filipino	Filipinos
two	two	two
Bangladeshis	bangladeshi	Bangladeshis
one	one	one
Austrian	austrian	Austrian
one	one	one
Czech	czech	Czech
and	and	and
one	one	one
Ghanaian	ghanaian	Ghanaian
worked	work	worked
at	at	at
the	the	the
al	al	al
-Ghani	-ghani	-Ghani
oilfield	oilfield	oilfield
for	for	for
equipment	equip	equipment
firm	firm	firm
VAOS	vao	VAOS
which	which	which
specializes	special	specializes
in	in	in
Libya	libya	Libya
and	and	and
has	has	ha
offices	offic	office
in	in	in
Austria	austria	Austria
and	and	and
Malta	malta	Malta
An	an	An
Austrian	austrian	Austrian
Foreign	foreign	Foreign
Ministry	ministri	Ministry
spokesman	spokesman	spokesman
said	said	said
a	a	a
crisis	crisi	crisis
team	team	team
was	was	wa
trying	tri	trying
to	to	to
verify	verifi	verify
information	inform	information
from	from	from
a	a	a
militant	milit	militant
Islamist	islamist	Islamist
website	websit	website
suggesting	suggest	suggesting
that	that	that
all	all	all
or	or	or
some	some	some
of	of	of
the	the	the
hostages	hostag	hostage
may	may	may
have	have	have
been	been	been
killed	kill	killed
in	in	in
2015	2015	2015
They	they	They
were	were	were
seized	seiz	seized
in	in	in
March	march	March
of	of	of
that	that	that
year	year	year
We	we	We
have	have	have
some	some	some
evidence	evid	evidence
that	that	that
the	the	the
worst	worst	worst
is	is	is
to	to	to
be	be	be
feared	fear	feared
We	we	We
are	are	are
working	work	working
on	on	on
verifying	verifi	verifying
the	the	the
information	inform	information
It	it	It
is	is	is
still	still	still
unclear	unclear	unclear
what	what	what
happened	happen	happened
exactly	exact	exactly
to	to	to
whom	whom	whom
the	the	the
spokesman	spokesman	spokesman
said	said	said
Foreign	foreign	Foreign
Minister	minist	Minister
Sebastian	sebastian	Sebastian
Kurz	kurz	Kurz
had	had	had
contacted	contact	contacted
the	the	the
family	famili	family
of	of	of
the	the	the
Austrian	austrian	Austrian
man	man	man
Even	even	Even
if	if	if
it	it	it
turns	turn	turn
out	out	out
that	that	that
the	the	the
evidence	evid	evidence
is	is	is
correct	correct	correct
it	it	it
will	will	will
be	be	be
extremely	extrem	extremely
difficult	difficult	difficult
to	to	to
retrieve	retriev	retrieve
bodies	bodi	body
from	from	from
the	the	the
area	area	area
where	where	where
fighting	fight	fighting
continues	continu	continues
the	the	the
spokesman	spokesman	spokesman
said	said	said
The	the	The
Derna	derna	Derna
Mujahideen	mujahideen	Mujahideen
Shura	shura	Shura
Council	council	Council
a	a	a
group	group	group
based	base	based
in	in	in
the	the	the
eastern	eastern	eastern
Libyan	libyan	Libyan
city	citi	city
of	of	of
Derna	derna	Derna
said	said	said
this	this	this
week	week	week
that	that	that
it	it	it
had	had	had
recovered	recov	recovered
the	the	the
bodies	bodi	body
of	of	of
five	five	five
of	of	of
the	the	the
workers	worker	worker
in	in	in
May	may	May
2015	2015	2015
during	dure	during
clashes	clash	clash
with	with	with
rival	rival	rival
militants	milit	militant
from	from	from
Islamic	islam	Islamic
State	state	State
It	it	It
said	said	said
it	it	it
had	had	had
handed	hand	handed
the	the	the
bodies	bodi	body
over	over	over
to	to	to
Libya	libya	Libya
s	s	s
Red	red	Red
Crescent	crescent	Crescent
In	in	In
a	a	a
statement	statement	statement
the	the	the
Council	council	Council
said	said	said
it	it	it
later	later	later
found	found	found
a	a	a
laptop	laptop	laptop
containing	contain	containing
a	a	a
photo	photo	photo
of	of	of
one	one	one
of	of	of
the	the	the
employees	employe	employee
and	and	and
a	a	a
video	video	video
of	of	of
the	the	the
killing	kill	killing
of	of	of
four	four	four
Filipino	filipino	Filipino
workers	worker	worker
and	and	and
was	was	wa
able	abl	able
to	to	to
match	match	match
them	them	them
to	to	to
images	imag	image
of	of	of
the	the	the
kidnapped	kidnap	kidnapped
employees	employe	employee
The	the	The
bodies	bodi	body
were	were	were
buried	buri	buried
in	in	in
marked	mark	marked
graves	grave	graf
and	and	and
special	special	special
procedures	procedur	procedure
are	are	are
under	under	under
way	way	way
to	to	to
return	return	return
them	them	them
to	to	to
their	their	their
families	famili	family
the	the	the
group	group	group
said	said	said
The	the	The
Red	red	Red
Crescent	crescent	Crescent
declined	declin	declined
to	to	to
comment	comment	comment
At	at	At
the	the	the
time	time	time
of	of	of
the	the	the
attack	attack	attack
Islamic	islam	Islamic
State	state	State
militants	milit	militant
made	made	made
no	no	no
financial	financi	financial
or	or	or
political	polit	political
demands	demand	demand
as	as	a
armed	arm	armed
factions	faction	faction
in	in	in
Libya	libya	Libya
often	often	often
do	do	do
but	but	but
IS	is	IS
beheaded	behead	beheaded
11	11	11
Libyan	libyan	Libyan
security	secur	security
guards	guard	guard
it	it	it
had	had	had
captured	captur	captured
VAOS	vao	VAOS
said	said	said
it	it	it
had	had	had
received	receiv	received
no	no	no
warning	warn	warning
from	from	from
Libya	libya	Libya
s	s	s
state	state	state
oil	oil	oil
company	compani	company
advising	advis	advising
it	it	it
to	to	to
evacuate	evacu	evacuate
personnel	personnel	personnel
before	befor	before
the	the	the
attack	attack	attack
The	the	The
firm	firm	firm
said	said	said
it	it	it
began	began	began
operating	oper	operating
in	in	in
Libya	libya	Libya
in	in	in
the	the	the
1980s	1980s	1980s
when	when	when
the	the	the
country	countri	country
was	was	wa
under	under	under
Muammar	muammar	Muammar
Gaddafi	gaddafi	Gaddafi
s	s	s
iron	iron	iron
rule	rule	rule
Libya	libya	Libya
fell	fell	fell
into	into	into
widespread	widespread	widespread
factional	faction	factional
violence	violenc	violence
hampering	hamper	hampering
oil	oil	oil
production	product	production
after	after	after
