Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
presidential	presidenti	presidential
candidate	candid	candidate
Donald	donald	Donald
Trump	trump	Trump
s	s	s
declaration	declar	declaration
of	of	of
love	love	love
for	for	for
the	the	the
poorly	poor	poorly
educated	educ	educated
in	in	in
his	his	his
Nevada	nevada	Nevada
victory	victori	victory
speech	speech	speech
lit	lit	lit
up	up	up
social	social	social
media	media	medium
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
sparking	spark	sparking
a	a	a
battle	battl	battle
between	between	between
those	those	those
dumbfounded	dumbfound	dumbfounded
by	by	by
the	the	the
remark	remark	remark
and	and	and
those	those	those
saying	say	saying
it	it	it
had	had	had
been	been	been
taken	taken	taken
out	out	out
of	of	of
context	context	context
.	.	.

After	after	After
winning	win	winning
the	the	the
vote	vote	vote
of	of	of
the	the	the
state	state	state
s	s	s
Republicans	republican	Republicans
by	by	by
a	a	a
wide	wide	wide
margin	margin	margin
on	on	on
Tuesday	tuesday	Tuesday
,	,	,
the	the	the
real	real	real
estate	estat	estate
billionaire	billionair	billionaire
rattled	rattl	rattled
off	off	off
a	a	a
list	list	list
of	of	of
those	those	those
groups	group	group
who	who	who
swept	swept	swept
him	him	him
to	to	to
victory	victori	victory
We	we	We
won	won	won
with	with	with
young	young	young
.	.	.

We	we	We
won	won	won
with	with	with
old	old	old
.	.	.

We	we	We
won	won	won
with	with	with
highly	high	highly
educated	educ	educated
.	.	.

We	we	We
won	won	won
with	with	with
poorly	poor	poorly
educated	educ	educated
.	.	.

I	i	I
love	love	love
the	the	the
poorly	poor	poorly
educated	educ	educated
.	.	.
By	by	By
Wednesday	wednesday	Wednesday
morning	morn	morning
,	,	,
the	the	the
phrase	phrase	phrase
I	i	I
LOVE	love	LOVE
THE	the	THE
POORLY	poor	POORLY
EDUCATED	educ	EDUCATED
was	was	wa
trending	trend	trending
heavily	heavili	heavily
.	.	.

On	on	On
Twitter	twitter	Twitter
,	,	,
it	it	it
was	was	wa
tweeted	tweet	tweeted
roughly	rough	roughly
15	15	15
times	time	time
a	a	a
minute	minut	minute
,	,	,
according	accord	according
to	to	to
social	social	social
media	media	medium
analytics	analyt	analytics
firm	firm	firm
Zoomph	zoomph	Zoomph
.	.	.

I	i	I
am	am	am
,	,	,
by	by	by
modern	modern	modern
standards	standard	standard
,	,	,
poorly	poor	poorly
educated	educ	educated
,	,	,
and	and	and
I	i	I
think	think	think
that	that	that
Donald	donald	Donald
Trump	trump	Trump
is	is	is
a	a	a
threat	threat	threat
to	to	to
America	america	America
,	,	,
tweeted	tweet	tweeted
Aaron	aaron	Aaron
Camp	camp	Camp
@AaronApolloCamp	@aaronapollocamp	@AaronApolloCamp
.	.	.

Another	anoth	Another
Twitter	twitter	Twitter
user	user	user
,	,	,
Kat	kat	Kat
@VTweddingPhoto	@vtweddingphoto	@VTweddingPhoto
,	,	,
wrote	wrote	wrote
,	,	,
This	this	This
is	is	is
an	an	an
embarrassment	embarrass	embarrassment
.	.	.

For	for	For
the	the	the
GOP	gop	GOP
and	and	and
for	for	for
us	us	u
as	as	a
Americans	american	Americans
.	.	.

The	the	The
world	world	world
is	is	is
once	onc	once
again	again	again
laughing	laugh	laughing
.	.	.
Others	other	Others
said	said	said
Trump	trump	Trump
s	s	s
remark	remark	remark
was	was	wa
being	be	being
taken	taken	taken
out	out	out
of	of	of
context	context	context
,	,	,
as	as	a
he	he	he
also	also	also
touted	tout	touted
having	have	having
won	won	won
the	the	the
support	support	support
of	of	of
the	the	the
highly	high	highly
educated	educ	educated
.	.	.
To	to	To
be	be	be
fair	fair	fair
with	with	with
Trump	trump	Trump
,	,	,
he	he	he
said	said	said
'I	'i	'I
love	love	love
the	the	the
highly	high	highly
educated	educ	educated
and	and	and
the	the	the
poorly	poor	poorly
educated'	educ	educated'
.	.	.

Don't	don't	Don't
take	take	take
it	it	it
out	out	out
of	of	of
context	context	context
,	,	,
tweeted	tweet	tweeted
Super	super	Super
Bowl	bowl	Bowl
Champs	champ	Champs
@Josh_D_Manning	@josh_d_man	@Josh_D_Manning
.	.	.

Dan	dan	Dan
Slott	slott	Slott
@DanSlott	@danslott	@DanSlott
was	was	wa
not	not	not
swayed	sway	swayed
.	.	.

We	we	We
won	won	won
the	the	the
poorly	poor	poorly
educated	educ	educated
vote	vote	vote
.	.	.

I	i	I
love	love	love
the	the	the
poorly	poor	poorly
educated	educ	educated
-	-	-
Trump	trump	Trump
Not	not	Not
a	a	a
joke	joke	joke
.	.	.

Not	not	Not
parody	parodi	parody
.	.	.

Not	not	Not
out	out	out
of	of	of
context	context	context
.	.	.

Trump	trump	Trump
ACTUALLY	actual	ACTUALLY
said	said	said
this	this	this
.	.	.
Trump	trump	Trump
has	has	ha
won	won	won
three	three	three
of	of	of
the	the	the
four	four	four
state	state	state
-by-state	-by-stat	-by-state
Republican	republican	Republican
nominating	nomin	nominating
contests	contest	contest
,	,	,
including	includ	including
Nevada	nevada	Nevada
,	,	,
in	in	in
the	the	the
run	run	run
-up	-up	-up
to	to	to
the	the	the
party	parti	party
nominating	nomin	nominating
convention	convent	convention
in	in	in
July	juli	July
and	and	and
the	the	the
Nov	nov	Nov
.	.	.

8	8	8
general	general	general
election	elect	election
to	to	to
succeed	succeed	succeed
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
.	.	.

