TOKYO	tokyo	TOKYO
Reuters	reuter	Reuters
-	-	-
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
said	said	said
on	on	on
Monday	monday	Monday
that	that	that
Japan	japan	Japan
would	would	would
shoot	shoot	shoot
North	north	North
Korean	korean	Korean
missiles	missil	missile
out	out	out
of	of	of
the	the	the
sky	sky	sky
if	if	if
it	it	it
bought	bought	bought
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
weaponry	weaponri	weaponry
needed	need	needed
for	for	for
doing	do	doing
so	so	so
,	,	,
suggesting	suggest	suggesting
Tokyo	tokyo	Tokyo
take	take	take
a	a	a
stance	stanc	stance
it	it	it
has	has	ha
avoided	avoid	avoided
until	until	until
now	now	now
.	.	.

North	north	North
Korea	korea	Korea
is	is	is
pursuing	pursu	pursuing
nuclear	nuclear	nuclear
weapons	weapon	weapon
and	and	and
missile	missil	missile
programs	program	program
in	in	in
defiance	defianc	defiance
of	of	of
U	u	U
.	.	.
N	n	N
.	.	.
Security	secur	Security
Council	council	Council
sanctions	sanction	sanction
and	and	and
has	has	ha
made	made	made
no	no	no
secret	secret	secret
of	of	of
its	it	it
plans	plan	plan
to	to	to
develop	develop	develop
a	a	a
missile	missil	missile
capable	capabl	capable
of	of	of
hitting	hit	hitting
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
mainland	mainland	mainland
.	.	.

It	it	It
has	has	ha
fired	fire	fired
two	two	two
missiles	missil	missile
over	over	over
Japan	japan	Japan
.	.	.

Trump	trump	Trump
,	,	,
speaking	speak	speaking
after	after	after
a	a	a
summit	summit	summit
with	with	with
Japanese	japanes	Japanese
Prime	prime	Prime
Minister	minist	Minister
Shinzo	shinzo	Shinzo
Abe	abe	Abe
,	,	,
repeated	repeat	repeated
his	his	his
mantra	mantra	mantra
the	the	the
era	era	era
of	of	of
strategic	strateg	strategic
patience	patienc	patience
with	with	with
North	north	North
Korea	korea	Korea
was	was	wa
over	over	over
,	,	,
and	and	and
said	said	said
the	the	the
two	two	two
countries	countri	country
were	were	were
working	work	working
to	to	to
counter	counter	counter
the	the	the
dangerous	danger	dangerous
aggressions	aggress	aggression
.	.	.

Trump	trump	Trump
also	also	also
pressed	press	pressed
Japan	japan	Japan
to	to	to
lower	lower	lower
its	it	it
trade	trade	trade
deficit	deficit	deficit
with	with	with
the	the	the
United	unit	United
States	state	States
and	and	and
buy	buy	buy
more	more	more
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
hardware	hardwar	hardware
.	.	.

He	he	He
Abe	abe	Abe
will	will	will
shoot	shoot	shoot
them	them	them
out	out	out
of	of	of
the	the	the
sky	sky	sky
when	when	when
he	he	he
completes	complet	completes
the	the	the
purchase	purchas	purchase
of	of	of
lots	lot	lot
of	of	of
additional	addit	additional
military	militari	military
equipment	equip	equipment
from	from	from
the	the	the
United	unit	United
States	state	States
,	,	,
Trump	trump	Trump
said	said	said
,	,	,
referring	refer	referring
to	to	to
the	the	the
North	north	North
Korean	korean	Korean
missiles	missil	missile
.	.	.

The	the	The
prime	prime	prime
minister	minist	minister
is	is	is
going	go	going
to	to	to
be	be	be
purchasing	purchas	purchasing
massive	massiv	massive
amounts	amount	amount
of	of	of
military	militari	military
equipment	equip	equipment
,	,	,
as	as	a
he	he	he
should	should	should
.	.	.

And	and	And
we	we	we
make	make	make
the	the	the
best	best	best
military	militari	military
equipment	equip	equipment
by	by	by
far	far	far
.	.	.
Abe	abe	Abe
,	,	,
for	for	for
his	his	his
part	part	part
,	,	,
said	said	said
Tokyo	tokyo	Tokyo
would	would	would
shoot	shoot	shoot
down	down	down
missiles	missil	missile
if	if	if
necessary	necessari	necessary
.	.	.

Trump	trump	Trump
was	was	wa
replying	repli	replying
to	to	to
a	a	a
question	question	question
that	that	that
was	was	wa
posed	pose	posed
to	to	to
Abe	abe	Abe
-	-	-
namely	name	namely
how	how	how
he	he	he
would	would	would
respond	respond	respond
to	to	to
a	a	a
quote	quot	quote
from	from	from
Trump	trump	Trump
from	from	from
a	a	a
recent	recent	recent
interview	interview	interview
in	in	in
which	which	which
he	he	he
said	said	said
Japan	japan	Japan
was	was	wa
a	a	a
samurai	samurai	samurai
nation	nation	nation
and	and	and
should	should	should
have	have	have
shot	shot	shot
down	down	down
the	the	the
North	north	North
Korean	korean	Korean
missiles	missil	missile
.	.	.

Japan	japan	Japan
s	s	s
policy	polici	policy
is	is	is
that	that	that
it	it	it
would	would	would
only	onli	only
shoot	shoot	shoot
down	down	down
a	a	a
missile	missil	missile
if	if	if
it	it	it
were	were	were
falling	fall	falling
on	on	on
Japanese	japanes	Japanese
territory	territori	territory
or	or	or
if	if	if
it	it	it
were	were	were
judged	judg	judged
to	to	to
pose	pose	pose
an	an	an
existential	existenti	existential
threat	threat	threat
to	to	to
Japan	japan	Japan
because	becaus	because
it	it	it
was	was	wa
aimed	aim	aimed
at	at	at
a	a	a
U	u	U
.	.	.
S	s	S
.	.	.
target	target	target
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
president	presid	president
is	is	is
on	on	on
the	the	the
second	second	second
day	day	day
of	of	of
a	a	a
12	12	12
-day	-day	-day
Asian	asian	Asian
trip	trip	trip
that	that	that
is	is	is
focusing	focus	focusing
on	on	on
North	north	North
Korea	korea	Korea
s	s	s
nuclear	nuclear	nuclear
missile	missil	missile
programs	program	program
and	and	and
trade	trade	trade
.	.	.

Most	most	Most
importantly	import	importantly
,	,	,
we	we	we
re	re	re
working	work	working
to	to	to
counter	counter	counter
the	the	the
dangerous	danger	dangerous
aggressions	aggress	aggression
of	of	of
the	the	the
regime	regim	regime
in	in	in
North	north	North
Korea	korea	Korea
,	,	,
Trump	trump	Trump
said	said	said
,	,	,
calling	call	calling
Pyongyang	pyongyang	Pyongyang
s	s	s
nuclear	nuclear	nuclear
tests	test	test
and	and	and
recent	recent	recent
launches	launch	launch
of	of	of
ballistic	ballist	ballistic
missiles	missil	missile
over	over	over
Japan	japan	Japan
a	a	a
threat	threat	threat
to	to	to
the	the	the
civilized	civil	civilized
world	world	world
and	and	and
to	to	to
international	intern	international
peace	peac	peace
and	and	and
stability	stabil	stability
.	.	.

Some	some	Some
people	peopl	people
said	said	said
that	that	that
my	my	my
rhetoric	rhetor	rhetoric
is	is	is
very	veri	very
strong	strong	strong
.	.	.

But	but	But
look	look	look
what	what	what
s	s	s
happened	happen	happened
with	with	with
very	veri	very
weak	weak	weak
rhetoric	rhetor	rhetoric
over	over	over
the	the	the
last	last	last
25	25	25
years	year	year
.	.	.

Look	look	Look
where	where	where
we	we	we
are	are	are
right	right	right
now	now	now
,	,	,
he	he	he
added	ad	added
.	.	.

North	north	North
Korea	korea	Korea
s	s	s
recent	recent	recent
actions	action	action
have	have	have
raised	rais	raised
the	the	the
stakes	stake	stake
in	in	in
the	the	the
most	most	most
critical	critic	critical
international	intern	international
challenge	challeng	challenge
of	of	of
Trump	trump	Trump
s	s	s
presidency	presid	presidency
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
leader	leader	leader
,	,	,
who	who	who
will	will	will
visit	visit	visit
South	south	South
Korea	korea	Korea
on	on	on
the	the	the
trip	trip	trip
,	,	,
has	has	ha
rattled	rattl	rattled
some	some	some
allies	alli	ally
with	with	with
his	his	his
vow	vow	vow
to	to	to
totally	total	totally
destroy	destroy	destroy
North	north	North
Korea	korea	Korea
if	if	if
it	it	it
threatens	threaten	threatens
the	the	the
United	unit	United
States	state	States
and	and	and
with	with	with
his	his	his
dismissal	dismiss	dismissal
of	of	of
North	north	North
Korean	korean	Korean
leader	leader	leader
Kim	kim	Kim
Jong	jong	Jong
Un	un	Un
as	as	a
a	a	a
rocket	rocket	rocket
man	man	man
on	on	on
a	a	a
suicide	suicid	suicide
mission	mission	mission
.	.	.

Abe	abe	Abe
,	,	,
with	with	with
whom	whom	whom
Trump	trump	Trump
has	has	ha
bonded	bond	bonded
through	through	through
multiple	multipl	multiple
summits	summit	summit
and	and	and
phone	phone	phone
calls	call	call
,	,	,
repeated	repeat	repeated
at	at	at
the	the	the
same	same	same
news	news	news
conference	confer	conference
that	that	that
Japan	japan	Japan
backed	back	backed
Trump	trump	Trump
s	s	s
stance	stanc	stance
that	that	that
all	all	all
options	option	option
are	are	are
on	on	on
the	the	the
table	tabl	table
,	,	,
saying	say	saying
it	it	it
was	was	wa
time	time	time
to	to	to
exert	exert	exert
maximum	maximum	maximum
pressure	pressur	pressure
on	on	on
North	north	North
Korea	korea	Korea
and	and	and
the	the	the
two	two	two
countries	countri	country
were	were	were
100	100	100
percent	percent	percent
together	togeth	together
on	on	on
the	the	the
issue	issu	issue
.	.	.

Chinese	chines	Chinese
Foreign	foreign	Foreign
Ministry	ministri	Ministry
spokesman	spokesman	spokesman
Hua	hua	Hua
Chunying	chuni	Chunying
,	,	,
in	in	in
response	respons	response
to	to	to
Abe	abe	Abe
s	s	s
comments	comment	comment
,	,	,
said	said	said
that	that	that
the	the	the
North	north	North
Korean	korean	Korean
situation	situat	situation
was	was	wa
already	alreadi	already
extremely	extrem	extremely
complex	complex	complex
,	,	,
sensitive	sensit	sensitive
and	and	and
weak	weak	weak
.	.	.

We	we	We
hope	hope	hope
that	that	that
under	under	under
the	the	the
present	present	present
circumstances	circumst	circumstance
,	,	,
all	all	all
sides	side	side
words	word	word
and	and	and
actions	action	action
can	can	can
help	help	help
reduce	reduc	reduce
tensions	tension	tension
and	and	and
reestablish	reestablish	reestablish
mutual	mutual	mutual
trust	trust	trust
and	and	and
getting	get	getting
the	the	the
North	north	North
Korean	korean	Korean
nuclear	nuclear	nuclear
issue	issu	issue
back	back	back
on	on	on
the	the	the
correct	correct	correct
track	track	track
of	of	of
dialogue	dialogu	dialogue
and	and	and
negotiations	negoti	negotiation
,	,	,
she	she	she
said	said	said
.	.	.

Trump	trump	Trump
said	said	said
he	he	he
was	was	wa
committed	commit	committed
to	to	to
achieving	achiev	achieving
free	free	free
,	,	,
fair	fair	fair
,	,	,
and	and	and
reciprocal	reciproc	reciprocal
trade	trade	trade
and	and	and
wants	want	want
to	to	to
work	work	work
with	with	with
Japan	japan	Japan
on	on	on
this	this	this
issue	issu	issue
.	.	.

America	america	America
is	is	is
also	also	also
committed	commit	committed
to	to	to
improving	improv	improving
our	our	our
economic	econom	economic
relationship	relationship	relationship
with	with	with
Japan	japan	Japan
,	,	,
Trump	trump	Trump
said	said	said
.	.	.

As	as	As
president	presid	president
,	,	,
I	i	I
m	m	m
committed	commit	committed
to	to	to
achieving	achiev	achieving
fair	fair	fair
,	,	,
free	free	free
,	,	,
and	and	and
reciprocal	reciproc	reciprocal
trading	trade	trading
relationship	relationship	relationship
.	.	.

We	we	We
seek	seek	seek
equal	equal	equal
and	and	and
reliable	reliabl	reliable
access	access	access
for	for	for
American	american	American
exports	export	export
to	to	to
Japan	japan	Japan
s	s	s
markets	market	market
in	in	in
order	order	order
to	to	to
eliminate	elimin	eliminate
our	our	our
chronic	chronic	chronic
trade	trade	trade
imbalances	imbal	imbalance
and	and	and
deficits	deficit	deficit
with	with	with
Japan	japan	Japan
.	.	.
Earlier	earlier	Earlier
,	,	,
speaking	speak	speaking
to	to	to
Japanese	japanes	Japanese
and	and	and
U	u	U
.	.	.
S	s	S
.	.	.
business	busi	business
executives	execut	executive
,	,	,
Trump	trump	Trump
praised	prais	praised
Japan	japan	Japan
for	for	for
buying	buy	buying
U	u	U
.	.	.
S	s	S
.	.	.
military	militari	military
hardware	hardwar	hardware
.	.	.

But	but	But
he	he	he
added	ad	added
that	that	that
many	mani	many
millions	million	million
of	of	of
cars	car	car
are	are	are
sold	sold	sold
by	by	by
Japan	japan	Japan
into	into	into
the	the	the
United	unit	United
States	state	States
,	,	,
whereas	wherea	whereas
virtually	virtual	virtually
no	no	no
cars	car	car
go	go	go
from	from	from
the	the	the
United	unit	United
States	state	States
into	into	into
Japan	japan	Japan
.	.	.

Japan	japan	Japan
had	had	had
a	a	a
69	69	69
billion	billion	billion
trade	trade	trade
surplus	surplus	surplus
with	with	with
the	the	the
United	unit	United
States	state	States
last	last	last
year	year	year
,	,	,
according	accord	according
to	to	to
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Treasury	treasuri	Treasury
Department	depart	Department
.	.	.

The	the	The
United	unit	United
States	state	States
was	was	wa
Japan	japan	Japan
s	s	s
second	second	second
biggest	biggest	biggest
trade	trade	trade
partner	partner	partner
after	after	after
China	china	China
,	,	,
while	while	while
Japan	japan	Japan
was	was	wa
the	the	the
United	unit	United
States	state	States
fourth	fourth	fourth
largest	largest	largest
goods	good	good
export	export	export
market	market	market
in	in	in
2016	2016	2016
.	.	.

Japanese	japanes	Japanese
officials	offici	official
have	have	have
countered	counter	countered
U	u	U
.	.	.
S	s	S
.	.	.
trade	trade	trade
complaints	complaint	complaint
by	by	by
noting	note	noting
Tokyo	tokyo	Tokyo
accounts	account	account
for	for	for
a	a	a
much	much	much
smaller	smaller	smaller
slice	slice	slice
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
deficit	deficit	deficit
than	than	than
in	in	in
the	the	the
past	past	past
,	,	,
while	while	while
China	china	China
s	s	s
imbalance	imbal	imbalance
is	is	is
bigger	bigger	bigger
.	.	.

In	in	In
a	a	a
second	second	second
round	round	round
of	of	of
economic	econom	economic
talks	talk	talk
in	in	in
Washington	washington	Washington
last	last	last
month	month	month
,	,	,
U	u	U
.	.	.
S	s	S
.	.	.
Vice	vice	Vice
President	presid	President
Mike	mike	Mike
Pence	penc	Pence
and	and	and
Japanese	japanes	Japanese
Finance	financ	Finance
Minister	minist	Minister
Taro	taro	Taro
Aso	aso	Aso
,	,	,
who	who	who
doubles	doubl	double
as	as	a
deputy	deputi	deputy
premier	premier	premier
,	,	,
failed	fail	failed
to	to	to
bridge	bridg	bridge
differences	differ	difference
on	on	on
trade	trade	trade
issues	issu	issue
.	.	.

The	the	The
two	two	two
sides	side	side
