Token	Stem	Lemma
COPENHAGEN	copenhagen	COPENHAGEN
Reuters	reuter	Reuters
Denmark	denmark	Denmark
s	s	s
Prince	princ	Prince
Henrik	henrik	Henrik
the	the	the
husband	husband	husband
of	of	of
Queen	queen	Queen
Margrethe	margreth	Margrethe
has	has	ha
been	been	been
diagnosed	diagnos	diagnosed
with	with	with
dementia	dementia	dementia
a	a	a
condition	condit	condition
that	that	that
has	has	ha
affected	affect	affected
his	his	his
behavior	behavior	behavior
and	and	and
judgment	judgment	judgment
the	the	the
palace	palac	palace
said	said	said
on	on	on
Wednesday	wednesday	Wednesday
The	the	The
announcement	announc	announcement
came	came	came
weeks	week	week
after	after	after
the	the	the
83	83	83
-year	-year	-year
-old	-old	-old
announced	announc	announced
he	he	he
did	did	did
not	not	not
want	want	want
to	to	to
be	be	be
buried	buri	buried
next	next	next
to	to	to
his	his	his
wife	wife	wife
saying	say	saying
he	he	he
was	was	wa
unhappy	unhappi	unhappy
he	he	he
had	had	had
never	never	never
been	been	been
acknowledged	acknowledg	acknowledged
as	as	a
her	her	her
equal	equal	equal
Following	follow	Following
a	a	a
longer	longer	longer
diagnostic	diagnost	diagnostic
process	process	process
and	and	and
lately	late	lately
a	a	a
series	seri	series
of	of	of
examinations	examin	examination
during	dure	during
late	late	late
summer	summer	summer
a	a	a
specialist	specialist	specialist
team	team	team
has	has	ha
now	now	now
concluded	conclud	concluded
that	that	that
his	his	his
Royal	royal	Royal
Highness	high	Highness
Prince	princ	Prince
Henrik	henrik	Henrik
suffers	suffer	suffers
from	from	from
dementia	dementia	dementia
the	the	the
Royal	royal	Royal
House	hous	House
said	said	said
in	in	in
a	a	a
statement	statement	statement
The	the	The
extent	extent	extent
of	of	of
the	the	the
cognitive	cognit	cognitive
failure	failur	failure
is	is	is
greater	greater	greater
than	than	than
expected	expect	expected
considering	consid	considering
the	the	the
age	age	age
of	of	of
The	the	The
Prince	princ	Prince
it	it	it
added	ad	added
Henrik	henrik	Henrik
who	who	who
married	marri	married
Margrethe	margreth	Margrethe
in	in	in
1967	1967	1967
retired	retir	retired
last	last	last
year	year	year
and	and	and
renounced	renounc	renounced
his	his	his
title	titl	title
of	of	of
Prince	princ	Prince
Consort	consort	Consort
saying	say	saying
he	he	he
was	was	wa
disappointed	disappoint	disappointed
not	not	not
to	to	to
be	be	be
named	name	named
King	king	King
Consort	consort	Consort
Since	sinc	Since
then	then	then
he	he	he
has	has	ha
participated	particip	participated
in	in	in
very	veri	very
few	few	few
official	offici	official
duties	duti	duty
and	and	and
spent	spent	spent
much	much	much
of	of	of
his	his	his
time	time	time
at	at	at
his	his	his
private	privat	private
vineyard	vineyard	vineyard
in	in	in
France	franc	France
In	in	In
Denmark	denmark	Denmark
a	a	a
princess	princess	princess
traditionally	tradit	traditionally
becomes	becom	becomes
queen	queen	queen
when	when	when
her	her	her
husband	husband	husband
takes	take	take
the	the	the
throne	throne	throne
but	but	but
a	a	a
man	man	man
does	doe	doe
not	not	not
become	becom	become
king	king	king
when	when	when
the	the	the
roles	role	role
are	are	are
reversed	revers	reversed
Born	born	Born
Henri	henri	Henri
Marie	mari	Marie
Jean	jean	Jean
Andr	andr	Andr
de	de	de
Laborde	labord	Laborde
de	de	de
Monpezat	monpezat	Monpezat
in	in	in
France	franc	France
in	in	in
1934	1934	1934
Henrik	henrik	Henrik
has	has	ha
two	two	two
sons	son	son
with	with	with
the	the	the
queen	queen	queen
Crown	crown	Crown
Prince	princ	Prince
Frederik	frederik	Frederik
and	and	and
Prince	princ	Prince
Joachim	joachim	Joachim
